Junction,vtype,07:00,07:15,07:30,07:45,hour1,08:00,08:15,08:30,08:45,hour2,09:00,09:15,09:30,09:45,hour3,3hour1,10:00,10:15,10:30,10:45,hour4,11:00,11:15,11:30,11:45,hour5,12:00,12:15,12:30,12:45,hour6,3hour2,13:00,13:15,13:30,13:45,hour7,14:00,14:15,14:30,14:45,hour8,15:00,15:15,15:30,15:45,hour9,3hour3,16:00,16:15,16:30,16:45,hour10,17:00,17:15,17:30,17:45,hour11,18:00,18:15,18:30,18:45,hour12,3hour4,Total,Date
49CA,mc,3,2,0,2,7,3,5,6,10,24,4,5,3,4,16,47,3,2,1,2,8,1,1,0,0,2,3,2,2,1,8,18,0,2,0,3,5,0,0,1,0,1,0,1,9,2,12,18,2,1,3,5,11,0,3,2,2,7,1,2,2,3,8,26,109,14/05/2013
49CA,pc,4,3,3,19,29,28,15,35,39,117,18,10,11,13,52,198,8,2,3,6,19,5,2,1,4,12,2,4,5,2,13,44,6,1,0,2,9,7,1,3,4,15,2,1,5,0,8,32,5,4,3,9,21,10,12,17,13,52,8,12,9,3,32,105,379,14/05/2013
49CA,vtotal,92,102,126,146,466,137,107,138,157,539,130,141,88,118,477,1482,114,82,79,99,374,70,74,76,65,285,101,88,86,77,352,1011,72,79,68,87,306,63,70,74,85,292,82,68,87,88,325,923,96,87,87,108,378,77,89,107,93,366,82,103,86,90,361,1105,4521,14/05/2013
49CA,ptotal,89.6,100.7,124.9,130.9,446.1,114.8,93,109.7,121.8,439.3,115.5,133.9,78.4,109.1,436.9,1322.3,108.1,80.5,76,93,357.6,69.3,74.4,75.2,64.4,283.3,100.2,86.2,83.4,76.1,345.9,986.8,67.2,80.9,73.2,88.8,310.1,57.4,69.2,77.2,83.1,286.9,80.4,69.9,77.6,88.1,316,913,92.1,84.5,82.8,98.8,358.2,70,81.5,94.8,82.7,329,76,92.2,77.6,85.8,331.6,1018.8,4240.9,14/05/2013
49CE,car,3,12,13,11,39,11,11,5,13,40,14,10,11,19,54,133,10,9,10,7,36,8,4,5,8,25,7,8,11,10,36,97,6,8,5,3,22,11,7,6,9,33,11,10,10,8,39,94,12,13,4,10,39,18,10,15,12,55,22,17,21,18,78,172,496,14/05/2013
49CE,lgv,1,1,2,0,4,0,3,1,0,4,0,4,1,1,6,14,3,1,1,5,10,3,0,3,2,8,1,2,0,5,8,26,2,1,3,1,7,2,3,1,0,6,2,2,1,3,8,21,4,1,1,1,7,2,5,1,1,9,1,0,0,1,2,18,79,14/05/2013
49CE,hgv 2x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14/05/2013
49CE,hgv 3x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CE,hgv 4x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CE,hgv 5x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CE,dbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CE,obus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,14/05/2013
49CE,taxi,0,2,0,1,3,0,2,3,4,9,2,1,3,3,9,21,4,3,2,0,9,2,2,0,0,4,1,1,3,1,6,19,0,1,2,1,4,0,3,2,0,5,1,0,1,1,3,12,2,1,3,3,9,2,3,5,1,11,1,1,3,2,7,27,79,14/05/2013
49CE,mc,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,4,0,0,0,1,1,6,11,14/05/2013
49CE,pc,1,0,2,2,5,6,9,5,7,27,0,1,1,0,2,34,2,0,0,0,2,0,0,3,0,3,0,1,0,1,2,7,0,0,2,0,2,0,1,1,0,2,0,0,2,0,2,6,0,0,4,1,5,1,1,3,2,7,2,3,2,1,8,20,67,14/05/2013
49CE,vtotal,5,15,18,14,52,17,26,15,24,82,16,16,16,23,71,205,20,13,14,12,59,14,6,11,10,41,9,13,14,17,53,153,9,10,12,5,36,13,14,10,9,46,15,13,14,12,54,136,18,17,12,15,62,25,21,24,16,86,26,21,26,23,96,244,738,14/05/2013
49CE,ptotal,4.2,15,15.8,12.4,47.4,12.2,18.2,10.4,18.4,59.2,16,15.2,15.2,23,69.4,176,19.7,13,15.3,12,60,13.4,6,8.6,10,38,9,11.6,14,16.2,50.8,148.8,10.3,10,10.4,5,35.7,13,13.2,9.2,9,44.4,16.3,14.3,12.4,12,55,135.1,18,17.4,8.8,14.2,58.4,23,19,21.6,14.4,78,24.4,18.6,24.4,21.6,89,225.4,685.3,14/05/2013
49CD,car,1,2,2,1,6,5,3,4,1,13,2,2,2,3,9,28,4,2,1,4,11,7,2,6,6,21,5,5,15,9,34,66,12,14,9,10,45,2,7,8,9,26,6,3,5,5,19,90,8,16,9,10,43,8,10,10,7,35,10,10,12,8,40,118,302,14/05/2013
49CD,lgv,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,1,1,6,2,0,1,1,4,0,1,0,0,1,11,2,1,0,1,4,0,1,1,1,3,0,0,0,0,0,7,1,3,3,1,8,0,0,1,0,1,0,1,1,1,3,12,31,14/05/2013
49CD,hgv 2x,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7,14/05/2013
49CD,hgv 3x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CD,hgv 4x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CD,hgv 5x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CD,dbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/05/2013
49CD,obus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,14/05/2013
49CD,taxi,0,0,2,0,2,1,0,0,1,2,3,1,0,0,4,8,3,1,1,2,7,2,1,2,0,5,2,0,1,1,4,16,1,0,0,2,3,0,1,1,0,2,0,0,0,0,0,5,0,0,0,1,1,0,0,1,1,2,0,0,1,0,1,4,33,14/05/2013
49CD,mc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,14/05/2013
49CD,pc,1,0,0,1,2,0,1,0,1,2,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,2,0,1,1,1,3,0,1,2,0,3,8,0,0,0,0,0,2,2,0,0,4,0,1,0,1,2,6,20,14/05/2013
49CD,vtotal,2,2,5,2,11,6,5,4,3,18,5,3,2,6,16,45,8,6,3,7,24,13,3,9,8,33,8,6,16,10,40,97,15,16,10,13,54,2,10,11,11,34,6,5,7,5,23,111,11,19,12,13,55,10,12,12,8,42,10,12,14,10,46,143,396,14/05/2013
49CD,ptotal,1.2,2,6.3,1.2,10.7,6,4.2,4,2.2,16.4,5,3,2,7.8,17.8,44.9,8,6,3,7,24,15.6,3,9,9.3,36.9,7.2,6,16,10,39.2,100.1,15,15.2,9.2,13,52.4,2,9.2,10.2,10.2,31.6,6,3.6,5.4,5,20,104,11.4,19,12,14.3,56.7,8.4,10.4,12,8,38.8,10,11.2,14,9.2,44.4,139.9,388.9,14/05/2013
