"","TIME","AUT","BEL","CZE","DEU","DNK","ESP","EST","EU27","FRA","GBR","GRC","HUN","IRL","ITA","LTU","LUX","LVA","NLD","POL","PRT","SVK","SVN","SWE"
"559","1993-07",3.30445257458387,15.3311802995952,0,1.42033300625244,18.3706438550105,4.51786918145966,0,0,1.28606668699243,2.36768802228413,12.3361803741595,0,4.41388642734244,-0.711373779632448,0,23.5041651896082,0,30.1330149058425,0,4.19115603488537,0,0,11.3994673600845
"560","1993-08",-0.819586464943802,-6.03006199254097,0,4.67027653513997,8.6486156668651,-3.31939137741214,0,0,-2.92395260378184,4.96598639455784,0.00562985077218005,0,-7.74991881829033,-5.09222974851787,0,2.64368300434042,0,0.40642296516892,0,6.91001270030572,0,0,7.70535571360342
"561","1993-09",1.18528207518379,-2.67740672137896,0,-4.4489024914254,-2.80259480438661,1.66051218502312,0,0,2.83231617077055,-2.39792611795205,37.4952341078542,0,5.31464018782401,6.25327999922857,0,-1.29884622211412,0,-8.39059594254797,0,5.30105636662484,0,0,2.79198147786363
"562","1993-10",-3.60309177139662,-2.82815174903388,0,-0.786811650335484,2.95297015927258,-3.50755728941165,0,0,1.63860276732663,5.1792828685259,27.3047032671092,0,6.79698431664648,-6.06087255617533,0,1.57886315963828,0,8.78176457240456,0,-7.61565908578734,0,0,3.54734543754227
"563","1993-11",-6.18214798515814,-0.568600119770775,0,-9.5092443906717,7.72333192451846,0.757896594759833,0,0,-2.04506837122744,2.08333333333333,-18.7359952690315,0,-2.71301686945846,-0.297331802542647,0,-6.53617157271418,0,-9.94755756460871,0,2.73184193710441,0,0,2.18854744503046
"564","1993-12",-14.912535086884,5.58056705393677,0,3.0642110247956,8.53288342435931,1.40745239438001,0,0,-2.38375494751335,-5.75139146567719,43.9461146080183,0,-30.4652735623826,-2.59477491182861,0,2.24416707663318,0,4.43693118157772,0,-1.98801903095283,0,0,-1.86995186860824
"565","1994-01",30.6531045581368,3.30478072260431,0,18.6167463817216,7.25724084381544,2.88777258487664,0,0,0.0289115166558609,9.64566929133859,-56.4167723086469,0,96.2188321694705,23.3728203391146,0,-2.11586761713341,0,-4.93615180549917,0,-1.89001521256245,0,0,13.6829723355613
"566","1994-02",-0.175438271638451,3.14326346033827,0,-7.83381130995754,2.230036801035,-0.626842291816755,0,0,5.51486397890774,-3.23159784560143,30.5703581867221,0,-6.61828809926465,-7.26909721038388,0,0.678482512387834,0,0.0456874232561628,0,2.75939879991317,0,0,-7.94266371492023
"567","1994-03",7.0390508778693,1.95104964368634,0,2.9336525850211,10.7782832183179,5.4342338164221,0,0,7.46145006547477,-0.803957946815078,16.2926140318001,0,4.05434249970114,7.67456595596219,0,-3.7971822012301,0,7.76452212190873,0,-6.01767308572044,0,0,10.6490654625408
"568","1994-04",-15.0509665382537,-10.721108012725,0,-5.478471107869,-7.7799528359347,0.463948956790427,0,0,8.65186143095171,-4.3640897755611,-4.43805893651083,0,-9.13300106809539,-11.2113010895214,0,2.9921828792001,0,-1.22400315375754,0,0.875107478507832,0,0,3.20807699681577
"569","1994-05",6.27998223131856,6.20212282128325,0,3.69466383510568,13.1748782073517,17.0589848255754,0,0,-6.03913939116502,4.75880052151237,-1.65082589715339,0,7.28943416892938,6.41080402360259,0,2.19242157122743,0,-5.42999935898851,0,11.8485911988668,0,0,0.879071389568778
"570","1994-06",7.98026000127316,-8.39265590887356,0,-3.63161825350712,30.8776995919446,0.0642362966363724,0,0,0.0578541588005473,3.11138767890482,-0.824978897332139,0,-1.17054318734866,-3.24921913880688,0,3.36936934295608,0,4.34971877617838,0,-4.69695801594205,0,0,0.114072154312989
"571","1994-07",0.141316843830376,-6.47592296988942,0,-2.60474851727888,-19.6710313318527,-2.07567565553717,0,0,-4.13265896129665,-7.90585395292698,-17.7048984635212,0,-13.5394231469548,-1.79086528856113,0,-8.99402264426655,0,-0.886909096217158,0,-1.17955770306034,0,0,-15.5907677135835
"572","1994-08",-4.45377875908338,2.14411836727856,0,-1.02760399716164,-2.62368571235143,6.32904008936137,0,0,6.09417754950446,3.8007863695937,9.42317933147289,0,2.10566844050929,0.795498664564626,0,-3.63262814626851,0,-3.06230834610824,0,-12.007754930441,0,0,6.23951881072398
"573","1994-09",0.887632209852719,2.80567962695531,0,1.78301250103117,4.18080130477391,-2.35427950877184,0,0,-0.513434264855475,0.946969696969684,-6.91158283656113,0,4.93646094366255,4.70223013773197,0,4.23392169135493,0,11.2411418859802,0,-7.13116463972254,0,0,4.417713487816
"574","1994-10",-9.25199740382618,7.69898855639214,0,-0.322978356473322,2.07642813732225,-4.82931556575804,0,0,1.37321656280827,-3.43964978111318,0.137879446703016,0,-7.07724730658054,-4.12195132338968,0,3.50237980241267,0,-7.43448898132262,0,3.48359227317983,0,0,-3.118970499996
"575","1994-11",9.00489790558389,-7.05923123092874,0,0.0469431194156412,-3.23271235658571,-4.83883795372762,0,0,2.63980775506571,2.72020725388601,14.6761534140629,0,-4.1514271972996,7.84625245182702,0,-3.85293129206205,0,5.75504077591996,0,24.9079869357084,0,0,5.96921813729111
"576","1994-12",-14.4921726433998,21.9300306068222,0,4.01527673477611,2.23201613267703,15.8094542093104,0,0,-3.56391342551912,-3.2156368221942,10.6746524710253,0,-25.7711251939376,-1.02352713119316,0,3.32871830151383,0,3.05228812711765,0,1.9444586046508,0,0,7.56823927839549
"577","1995-01",18.1083404067709,-15.3382969492628,0,2.90896122816663,-4.69458257200902,-27.0251860074815,0,0,-2.53028731739191,2.73615635179153,-4.09375339110819,0,78.6806903258111,4.57101924769389,0,-3.63584706675904,0,-2.96114788053892,0,-15.3037208760777,0,0,13.9449987229349
"578","1995-02",-3.23774824898652,-19.5849846111339,0,-1.9013347783932,8.18106460381798,8.28895695215649,0,0,-0.458185217530346,2.98034242232087,-2.53129552462083,0,-13.5439226141104,-5.9548396434928,0,3.16114264276221,0,-1.70931932635265,0,-10.4273544468848,0,0,-12.2851300230211
"579","1995-03",4.74132850120677,9.41902755969164,0,-1.54450661001068,-9.17633840833716,7.80605482364377,0,0,-3.96223733881979,-1.16995073891626,2.41005470635207,0,1.08620724974572,0.898097849212948,0,0.723131154416814,0,-1.47757866924987,0,5.41020831170008,0,0,0.978717030944397
"580","1995-04",-9.65739329909685,7.96403304045268,0,3.9145012077039,-5.74844280109525,1.2218579491413,0,0,3.76351003602677,-4.79750778816199,7.03425547144289,0,8.10366494112606,-2.58923940321982,0,-7.82629795704501,0,-2.23395592928963,0,-0.647344162095575,0,0,-2.12410375852394
"581","1995-05",19.3178453244453,2.10229931883354,0,-0.406779475202758,-4.38101046043734,-4.14825912559812,0,0,-1.93254386508773,6.08638743455496,-7.15501262247897,0,-6.19652526818988,2.97789190263864,0,0.807149172887165,0,2.38248529440909,0,-2.28808804132091,0,0,-0.8991155860134
"582","1995-06",-3.44280386217352,-1.34678950103568,0,1.83072198269057,9.05663335138105,20.5053645889375,0,0,54.2323911160565,0.801974090067878,9.2447325611104,0,0.405642336861995,-0.56658320752423,0,-6.86625004648669,0,8.02466794740607,0,8.98035326029027,0,0,-2.46342966799037
"583","1995-07",-7.68893858160232,-1.30292296894176,0,-3.15778023915613,-1.72091716279272,-33.364267361836,0,0,-43.1954384843044,-2.87637698898411,-5.28650783569083,0,15.6836066659548,-0.131928179600874,0,10.3917719464105,0,-10.9110646479318,0,-3.7023902522743,0,0,-11.6785546417451
"584","1995-08",1.60917034767761,3.569155250337,0,-0.0173045641866839,-0.790877180484933,18.2681044017177,0,0,10.6987451020011,2.45746691871455,2.49721637580098,0,1.66085460206422,4.38357108664278,0,2.28137103186167,0,3.84819178278625,0,-0.143967588625414,0,0,16.6874160063255
"585","1995-09",-1.29391422588625,3.80285778168062,0,5.78325156132514,1.45198554673131,-0.812731348839044,0,0,-3.91582954701017,-1.96801968019679,3.13607083165638,0,-6.65150419880341,-0.823085551792154,0,1.24228869995851,0,1.8193441235774,0,-9.59118586687795,0,0,8.18654126655505
"586","1995-10",1.92744729227092,-2.9323928664407,0,-4.19707881988576,0.831117636463319,-3.7427183913475,0,0,-0.302586230291182,4.95608531994982,6.2693261598746,0,2.3766804066352,-18.6787783222864,0,-3.09660327356384,0,0.525103297258703,0,0.469643669281919,0,0,-0.232427825561868
"587","1995-11",6.0960997340239,15.7506983486701,0,1.27845033683266,4.882325844467,7.66459716325088,0,0,5.77951684246342,-0.717274357441717,-10.0571292861261,0,-17.4860827731022,38.8359920286953,0,8.60377434435645,0,0.93549172540893,0,0.241269035562789,0,0,-7.0752114345456
"588","1995-12",1.22619727607216,-9.69126733176166,0,-1.61642281719609,-2.44111247482508,5.0547549147819,0,0,-4.67952883050379,-0.602046959662865,0.856154568464735,0,-14.9347476612456,-6.4448574930652,0,-5.7371977259413,0,4.18078684911953,0,-3.13306432703754,0,0,9.4970135548124
"589","1996-01",-2.11364049466775,-5.93078504744029,0,8.67043532492623,-3.00020448334065,-7.89195972458444,0,0,28.8380160492411,-3.08903694730465,5.04680963948704,0,61.8080474991671,-7.0336460952448,0,-4.56435915922717,0,-9.94957619343068,0,27.0600597498364,0,0,-13.8314180712605
"590","1996-02",-0.738177610139992,13.9952095097538,0,-1.82435006698462,-2.96143866869464,10.857779803815,0,0,-5.79052687822816,6.06249999999999,0.790526593517745,0,3.78695959357524,-1.40402346766735,0,-3.3208138266853,0,11.6367631697589,0,-7.05994273395781,0,0,18.8340736711874
"591","1996-03",7.62587139631971,3.78819860166485,0,6.87920175890277,17.4442190669371,7.72526502545376,0,0,-3.04430506438913,-3.47672362993517,13.5758809809917,0,5.51361941099014,5.38443717177917,0,16.8813993933251,0,1.80273222315889,0,1.72433099542975,0,0,-15.6172893169418
"592","1996-04",10.9488273824964,-8.35664993727158,0,26.1779511455494,-1.530852567122,-11.04228853772,0,0,-4.54037128159249,6.77655677655676,-10.1992912406208,0,1.20236140271032,-7.83712022683721,0,3.01722646640717,0,-6.71991549747208,0,-4.61463503927722,0,0,6.701364718201
"593","1996-05",46.8890036087939,2.51534310302713,0,-22.7852051518736,3.89858885434107,3.32277428939149,0,0,2.89152428327686,-3.48770726129216,7.06398730729266,0,-0.548926696207176,0.672869860494278,0,-1.88550277417754,0,12.9429481687663,0,0.746877216820319,0,0,6.91527687330964
"594","1996-06",-58.7173753226192,-0.740539693611458,0,1.01086987444783,-6.5377532228361,-2.2936729180906,0,0,16.288792222579,0,-9.01376674426335,0,-2.75283365555552,0.930030729787272,0,-1.76863892762579,0,-1.89673711595686,0,-1.51904272649709,0,0,9.13414502942502
"595","1996-07",18.7099087890881,3.39252791405351,0,-1.7944751686359,-3.16091954022988,3.0802275928465,0,0,-17.2126208814935,0.770142180094775,14.0372677517645,0,0.374348035282348,-2.1548368145571,0,8.58522031122283,0,-5.04227893932902,0,2.69942480020528,0,0,-0.366745051646629
"596","1996-08",14.5635158588437,-16.9485609900637,0,1.70108491314116,-2.89953370072066,-3.04552995317504,0,0,18.1937275974794,-1.58730158730159,-8.39841017611477,0,-3.74899191371048,2.00745721820792,0,-17.2910188321994,0,1.49001871655893,0,-4.61881289637303,0,0,1.25940524348149
"597","1996-09",-3.03662684096893,13.1093797328793,0,26.7654709150497,-1.57164061817864,11.6025748040773,0,0,26.7468531755602,-3.82317801672641,2.99612547749109,0,5.5772863470612,-5.60026038928114,0,8.14197939748212,0,-3.97110809852376,0,3.22227637461834,0,0,4.69005134602019
"598","1996-10",6.87281961296741,-0.842467630489567,0,-18.9663252830194,13.3859664685532,0.246651161102782,0,0,-26.8547345578799,10.7453416149068,-0.229361087665573,0,-1.27100402131188,8.64404278949317,0,-0.044890380094466,0,-1.721290566657,0,4.73929157230939,0,0,7.64881936770526
"599","1996-11",-6.76465277366182,0.575080940907419,0,4.68346011066729,-7.43232670943514,-1.43497383741636,0,0,-25.3078800692972,-6.00112170499159,1.85253737729309,0,7.30231693329886,2.34430183321806,0,-7.85681628701354,0,5.00793052764947,0,-3.37609584441331,0,0,4.53928410793298
"600","1996-12",9.2876638113254,2.09542002911565,0,-5.45038211177531,-11.0463150777552,2.73701537784878,0,0,6.51663245570484,0.238663484486872,-21.3176217349575,0,-4.17148204971277,12.9682391839517,0,1.00637745907383,0,-0.60234897393849,0,3.86449582175913,0,0,-5.22928369143819
"601","1997-01",-10.0406728247939,-4.67408805690921,0,14.1117917196443,16.5700712589074,0.964315246665412,0,0,-11.5708113899305,3.27380952380953,40.0228279350169,0,4.84455942198875,-9.6061727325281,0,8.78764850239052,0,0.57580708151232,0,-3.09802953255817,0,0,3.32305758020869
"602","1997-02",3.83710243055886,1.17452597135248,0,1.36962801317755,6.75686690031787,-4.58626078788928,0,0,14.5788260469361,-1.55619596541787,-6.31839535160019,0,-3.4738546643582,17.794185925312,0,12.7624795840807,38.2846615516108,4.98727215541302,0,1.73705590947917,0,0,6.34520661283354
"603","1997-03",-5.98215368504053,1.68967630696377,0,-1.06082650809677,1.10703924263247,8.25413043244308,0,0,-2.14158198297171,-1.17096018735362,-2.17797947218906,0,-4.25570751850747,4.41713877598717,0,-13.2745072018404,12.0142216913251,-4.83462839045608,0,-5.33170010908479,0,0,0.589597522582808
"604","1997-04",7.5870891105089,-0.639192415324296,0,1.74030240765426,0.30959752321981,-3.21578870401296,0,0,0.716385655447269,9.47867298578198,10.2186805386326,0,5.9414712216376,10.6922221410284,0,5.82888735897352,-14.8100257868683,0.574972255167899,0,2.42141406534881,0,0,6.91264148693635
"605","1997-05",-9.17020552635878,-2.54090562618377,0,-9.23293157537186,96.5597711532671,-0.935352438126551,0,0,-5.4402195872985,-4.59956709956709,-2.60165576144528,0,2.58065182889057,-0.59775766155206,0,-4.47652642541697,11.2267756450299,-4.04313262779978,0,-4.6537145422101,0,0,-9.02128104678005
"606","1997-06",6.99906081327073,8.27190571618371,0,16.7261465810869,-71.0888131438857,-0.13343367531503,0,0,1.60241061495731,1.75836642087351,3.9717227412888,0,-0.940766273069365,-0.272448990238632,0,7.12399760312104,4.87951128487331,-0.077100658466382,0,-1.3802413772131,0,0,4.90154190145278
"607","1997-07",3.59297144100248,-0.881071752346887,0,-1.18060050252289,17.7374486686978,5.20319388487767,0,0,4.50952809119123,-3.45596432552955,-0.801819227295459,0,-0.689980658032463,3.85951338218073,0,-4.71135692821485,3.45260365593109,0.698170536367114,0,3.21549415991933,0,0,3.96461371050806
"608","1997-08",-2.25390603330378,0.00487607600489616,0,1.25213485327567,23.2673267326733,2.26929639119602,0,0,-2.92658558077252,6.17782909930718,0.309311447417557,0,8.63729925122058,1.34867424065148,0,4.52145133886412,41.2096702101791,7.35340048332853,0,1.52700801158348,0,0,2.02044465928835
"609","1997-09",3.48723467915373,5.88783794607887,0,-8.2472847823125,4.54545454545455,-3.91556524267112,0,0,6.96095319100273,1.68569874932028,-4.73689786476972,0,5.65385493036002,7.24861492884656,0,-0.769134907866758,-8.98187192374469,-8.07235922589036,0,-0.119772431886517,0,0,-1.94673345970738
"610","1997-10",-2.56598490899997,-6.41256125677553,0,5.93173835243581,10.2060415575345,5.81287686571937,0,0,-0.690954773869354,-1.81818181818182,9.93006093779071,0,12.3381291800819,-0.267870975751029,0,-0.274399595610527,-0.0299047117491944,8.05486795835148,0,5.41158370073777,0,0,1.21653478874176
"611","1997-11",-7.97480067973925,3.12515966021596,0,-4.01297795859992,-2.59050938762577,0.215096371418583,0,0,-3.05893119087031,2.0152505446623,-5.9139806123112,0,36.8256904277647,-3.59814404998208,0,6.76151488741058,8.26097774932826,-4.69258594659254,0,1.46465833655821,0,0,2.97373679701841
"612","1997-12",0.545478598870007,3.47431810449017,0,1.64916460511079,-9.74300585556278,0.890198821070289,0,0,4.6422522697615,0.640683395621993,2.8108113153393,0,72.71963423608,-10.6971850839051,0,-3.97209160778599,4.1104029135059,4.93908863070859,0,2.76150958404673,0,0,-6.77348961091761
"613","1998-01",10.8069031723819,-0.73326463813862,0,0.793440885767096,31.4651288520454,0.531435504653472,0,0,-1.30873729735466,0.583554376657828,4.78911120531091,0,-58.5153452867386,6.90540615842234,0,3.89038912206172,-23.2736115847308,9.18298245989961,0,-5.32359438450061,0,0,13.9014496907557
"614","1998-02",3.12848173881749,0.939505160616654,0,6.45611017543209,-8.82111034955448,1.83500667109035,0,0,0.748741455677054,-0.474683544303801,6.50620674275261,0,-8.81175536435977,-2.75644068473296,0,-0.960943490770272,20.8112874516191,0.333208145121796,0,1.24714550577532,0,3.56165751821697,-4.99286566058205
"615","1998-03",-7.57220131878317,-2.80086208937096,0,6.49608575371712,-3.93144403518004,-1.65608226020349,0,0,4.95940545841479,3.28563857975623,-24.4243048175522,0,-13.6727948842987,-9.61369320512165,0,2.71456771312522,23.6458180752538,-7.1882079529209,0,7.98041111483934,0,3.93256934053103,-4.09347888526455
"616","1998-04",2.72101543554888,11.8243971258859,0,-21.40162994024,5.76682316118936,6.84021794619401,0,0,-0.376276766816464,-7.02924576706002,56.5759218100882,0,19.9117624556242,9.62594833217059,0,2.04879490418973,12.946757324381,3.42660682932067,0,-0.674359619232295,0,6.55395683553151,5.26394600233652
"617","1998-05",-4.45705098001414,-2.06980196170435,0,14.2488897537014,-14.9589405933269,-0.92717309481955,0,0,5.22460906347494,1.26931567328918,-16.7830489453061,0,-0.150531151803344,-5.74630033832196,0,7.9151252579288,2.82606306218632,2.21242570023758,0,9.41194315404564,0,0.858504093495101,-0.350370142498836
"618","1998-06",1.6290522812941,-3.93301690564551,0,-0.415185041818618,64.26272292301,0.991577222801631,0,0,-5.01855355064027,6.37602179836512,-4.75447074081847,0,1.21058918528411,-0.351393690487159,0,-7.63950002194198,-7.55077892510759,-2.76418522939312,0,-7.55522208895544,0,1.27997339960607,0.23429635014208
"619","1998-07",11.7800787936969,3.28349971722109,0,0.35404490392389,-33.2538925961233,1.79609057774525,0,0,1.27289324677149,-3.73975409836067,6.41680678529298,0,2.25027048641856,14.9547570546924,0,4.02738448325426,-5.78550430320742,14.5634843803654,0,0.966916857799543,0,6.54667568666147,3.45265650419988
"620","1998-08",0.132129813639524,11.4649225147565,0,5.36329067885199,10.5292390700627,-1.05139409065213,0,0,2.28119386050616,-3.3528472591804,-2.48270788418361,0,-0.0883429663924567,-9.90819261561206,0,0.652042973434011,-7.37061504863529,-10.2637400209902,0,2.94080836434601,0,-5.23483541969623,1.76666618355706
"621","1998-09",2.7978123601838,-8.81210207117739,0,-2.73973565534237,-4.41493180186647,-0.833611724647191,0,0,19.9557511216289,5.83700440528634,-3.27761122524454,0,-2.75399257103572,-0.388231151772125,0,2.04821870484526,1.03784023329972,5.51137550515513,0,6.97015976696098,0,0.244734504418575,-3.20518210153378
"622","1998-10",1.51019872775145,6.53860065307184,0,7.16780844217068,-5.94066841907624,13.3840304158502,0,0,-17.2822317552467,-4.99479708636838,-1.02682111904129,0,4.44905085992803,-5.16664985586452,0,2.37890940440995,11.8055807918322,3.35976051375355,0,-0.0608473277301167,0,6.24601412600048,3.02468624571174
"623","1998-11",0.992335800451505,2.29763354390086,0,-1.05529280369203,8.2082401788566,2.85030281681133,0,0,6.41528887122219,2.84775465498358,-38.8124767144212,0,7.0077611633171,6.40156536843749,0,2.58185361257389,-0.278758375133747,-0.107144129718834,0,5.69034974864482,0,-4.39228709910709,-0.972536842537932
"624","1998-12",-0.320666143999328,-8.54642553993385,0,-2.43583296781068,-9.85832349468712,-0.132967636464478,0,0,-0.825283800741245,4.79233226837061,172.836578825419,0,16.7009704628636,-12.4636765624932,0,4.60136707190861,-2.69898359386568,-10.1102610979156,0,-6.3361329208237,0,11.8065717488051,-1.10857696514428
"625","1999-01",-3.30554652777527,20.1498076321138,0,2.16821245862703,4.43680419122462,-4.85988189067745,0,0,3.07966643322486,-3.31288851418578,4.70401798345859,0,-30.9510570783749,2.7656645439603,0,7.68476353308054,-65.4511766684031,46.3923737262297,0,8.8332382314126,0,0.450156507713485,6.5479319142488
"626","1999-02",-20.0015332350393,-19.9527083281335,0,-6.81954671342151,-0.556513560119151,6.06708994085769,0,0,-3.20061203283968,1.87876932087743,-24.594076193733,0,30.1115858382274,9.55384684204327,0,-7.79241611521737,123.788716570946,-15.2975891192462,0,8.34271788957138,0,-8.20832295656376,1.33931881015889
"627","1999-03",31.4603326155924,7.55731098549252,0,4.88393596022142,3.22377236541342,2.54429729870353,0,0,0.614575223535533,-6.50930696973588,12.4679323719261,0,5.03326416481372,2.08113700914874,0,2.76656359268244,8.97981269051394,-0.912802784245457,0,-7.84191634054677,0,24.6406244770527,2.42911638505443
"628","1999-04",-3.80724225845039,-3.30354197916396,0,3.36681815707696,-13.5308491142333,-6.42267934095579,0,0,1.74336127557301,3.91797318724481,-3.67817613732448,0,-8.51286673167007,-1.43870118541961,0,-17.2563647807604,-4.41715890923187,3.52374177721922,0,-1.43496712130309,0,-9.40611311240047,-6.73583807957626
"629","1999-05",-2.09963271281269,3.90128676577816,0,-4.50132063318384,7.53267396679618,9.08412955988872,0,0,-1.78378004655344,-3.87551120203173,3.77702674843923,0,6.90051577227588,1.12261166796758,0,14.2020120472273,-6.30585325976733,-8.009483097419,0,-3.05198176771361,0,27.4963166588374,6.6514252373206
"630","1999-06",8.21449232921327,6.99268963814942,0,2.01168605512343,1.97914100353125,0.881705918987294,0,0,-6.79423704155618,1.55369448441784,0.935430407291797,0,4.72268681106279,4.94694172212322,0,4.2905477896109,8.63498639346534,3.8970880904176,0,-1.30138661762134,0,18.4323198030842,1.89069405512878
"631","1999-07",-5.9953235424719,-1.666719364917,0,3.04316112930566,0.926075052343382,-1.00195683110645,0,0,20.4184132019183,3.12747907893368,-2.81346246842636,0,2.57164437179404,-1.99303592019366,0,2.22951209736932,9.62479791990003,-0.0388277488674614,0,5.01262941433508,0,-56.1326069052485,8.10701714942818
"632","1999-08",3.92639218782912,1.22555061562981,0,-7.41621755682379,-11.4976462139951,-0.635812928971938,0,0,4.06370212410103,0.000141887441776173,-1.54852492933647,0,4.12921968193433,-11.5239154233276,0,-2.57632788475121,-2.14725074320831,-12.861009381841,0,-1.7542093874875,0,-3.4758252038933,-7.95270537299845
"633","1999-09",6.49341722625061,-0.323392814899459,0,1.9874489988989,0.00901550667147608,0.979576527939215,0,0,-7.26809741691487,0.722943890961977,-13.7946949148882,0,14.3705508064957,3.98762512721246,0,2.29454050703883,0.809306648977456,9.57323067801381,0,-2.85871280235424,0,23.0310258001357,1.87069243943488
"634","1999-10",-17.5762014628008,-1.70388780071357,0,-1.72013434534828,1.54151266564501,1.54732831891834,0,0,-0.727392867975214,-2.60374542676326,37.712930754526,0,-7.24686023430126,4.0932308747865,0,1.42406542669116,-4.42021511597442,-4.83490116978752,0,-3.10914005090389,0,1.21965713255303,6.077910031552
"635","1999-11",11.5138053113718,-1.18862661519173,0,-6.52529262515228,-0.55930397727273,1.33345332477386,0,0,-4.53327804723688,-8.11206317832407,9.27219646628476,0,4.44888067077443,-3.90395257850105,0,-8.42656784636944,-3.64306682077551,-5.93567159624135,0,-2.24559179329668,0,0.488989235282352,1.34039585705735
"636","1999-12",-7.28106350038439,1.99710244417259,0,8.13743556395114,12.6328006427997,-4.5216546659358,0,0,0.11887072808322,-25.355999079365,-10.7258869416902,0,2.38463003021045,-1.36072286843189,0,7.36803245206231,2.43400217515302,-10.4889932013767,0,-24.5412478251518,0,0.20439127332989,10.0211672834328
"637","2000-01",4.90246057227211,7.71536594720936,0,-8.88997284379864,-10.1696258719087,6.57227029479834,0,0,1.35397401648514,52.8268076770512,3.45913079037946,0,-9.06310608610792,13.6619682487624,0,0.814329343229429,8.23035734571106,52.3801346192083,0,76.1558291075233,0,0.152798920036373,-15.6024726743624
"638","2000-02",1.11696108801326,0.463872734133819,0,5.31766386123185,-2.59419394688078,-2.27874466647924,0,0,-1.62874521288577,-15.5239945057077,3.63370512777259,0,18.23052860506,-2.14231712289586,0,-1.74430732114151,27.0087244680025,-9.26853190052374,0,-21.5903300345029,0,8.38650032382434,3.05629207120796
"639","2000-03",-0.81133982302483,-0.384269364238123,0,-3.21305723857767,-3.97680949361355,-4.97054814974139,0,0,2.21620445645453,15.8534361076725,-3.2472485828774,0,-2.02605433361026,-0.234938908540918,0,-3.61637160192418,-20.4257043234737,6.06108707132172,0,-3.83128308418773,0,-68.1334037759579,5.82657508027216
"640","2000-04",-4.47011734630034,4.12490457838512,0,-6.31780344271068,-0.132075471698112,10.826327320272,0,0,2.81563131864747,-2.57810926580151,1.76433564482928,0,7.84599752853144,-2.07845809887043,0,4.16395748826154,13.1869377034154,-8.21064873001116,0,-0.188443730991269,0,181.756804194713,-0.196095988209726
"641","2000-05",12.224743104835,-1.67614030447106,0,13.1431849513328,-6.26298885320234,-11.1749732123042,0,0,-8.71076343113648,3.60375129791979,-4.2517233697344,0,-3.88119894125036,1.11639063935722,0,19.2996762722084,1.67351294988517,-2.71015553099748,0,-7.46835957645923,0,-1.98307050991277,6.36359748506636
"642","2000-06",-10.2878872155658,-17.0530765102235,0,-14.8655812097453,-16.466794316235,2.52183969868144,0,0,6.49675371174869,-6.6529782642535,0.00129267896009441,0,3.35366964964467,-11.1660047159288,0,-19.9202816562291,-6.10477370230149,-20.3118272727006,0,4.68341306392735,0,0.623927198769496,-9.03051649927902
"643","2000-07",-6.20484244516309,9.93254408973105,0,7.50045250804304,19.1579201351188,-1.35156788993319,0,0,0.6359861708029,0.069910040476352,-1.3294813456945,0,-7.15012973408619,12.8201897979291,0,3.03182750962262,11.076069019429,1.42922581042282,0,-6.7576624884492,0,-4.25448534488022,3.93263768157244
"644","2000-08",20.8341161696026,-4.19349427968739,0,-0.611247116524963,-12.8176571833553,0.0473151588668993,0,0,-4.66987382932993,0.883214791889585,5.35654837823506,0,2.9559620689155,2.145544883894,0,2.18558903868442,0.82125554145208,11.4069113314258,0,29.3330877076169,0,-0.0258864651905717,2.04158717579337
"645","2000-09",-10.3802828914467,0.527255033811423,0,0.741332325355969,-2.3458367204738,1.38433996119029,0,0,8.59757842661978,-2.05540296813852,0.568490712532597,0,4.94431120789715,-0.0827632642924318,0,1.11650394981233,1.02288467717917,-5.00798376888293,0,-19.0013506223749,0,1.39612173985961,-1.40663036297272
"646","2000-10",-2.75093348903553,1.64854844879874,0,-6.47410438040098,-1.52217861814722,-11.3621636069621,0,0,-3.80194803448592,4.81868230906698,-8.46827113778342,0,-10.2539435914993,-7.13082715007317,0,-4.8634980926659,-3.46115258309153,-3.91424310112998,0,-0.635103427512411,0,-2.24867555238824,-8.13678627067478
"647","2000-11",3.61724814318171,-0.539008372373752,0,4.64473411380806,-3.70728172925976,5.92054053876601,0,0,-1.22664400487526,4.14015360603182,-1.65045888759288,0,-4.60627109174471,-0.610893898838291,0,4.98890399156687,-2.92571768762458,5.63554308359019,0,5.74656924133122,0,-16.5611492840354,-0.250743605778816
"648","2000-12",-1.07892708193377,0.296850427446301,0,3.51729918111998,10.7348883872586,-8.36829131983096,0,0,8.25389997056626,-13.3900798690952,0.830579877374824,0,-1.27106190147077,-0.0527707879709662,0,1.95740455354324,10.140478924409,7.17459353271066,0,-8.7326204253708,0,15.6868079135123,8.56535635024762
"649","2001-01",-0.574936163172625,-1.35008000412276,0,-3.40509902827401,-14.5413363533409,10.1549845427482,0,0,-5.56705882352942,14.691596736088,-3.42661511583344,0,-25.8207931931263,6.30846109177384,0,1.78643141669532,-6.00154050350546,-15.3653338362397,0,30.4038438548718,0,-1.05360026937533,-13.6145673850879
"650","2001-02",-2.1789991450615,-7.32263830065388,0,-0.728556143089478,10.8666843360721,9.64241987552089,0,0,3.3266335553673,-3.18545073006966,6.52893698022164,0,16.2054971761328,-1.61631534487653,0,-4.6474488834258,3.58967049451129,6.38932467710098,0,-21.7022488837152,0,-0.571024502613028,0.277189352311002
