Timestamp,Route,Link,Direction,STT,AccSTT,TCS1,TCS2
20151120-1604,21,30, 1,  12, 810,4029,4030
20151120-1604,21,30, 2,  11, 608,4030,4029
20151120-1604,21,31, 1, 159, 969,4030,4039
20151120-1604,21,31, 2, 158, 766,4039,4030
20151120-1604,21,32, 1,  58,1027,4039,4035
20151120-1604,21,32, 2,  58, 824,4035,4039
20151120-1604,21,33, 1,  20,1047,4035,4064
20151120-1604,21,33, 2,  19, 843,4064,4035
20151120-1604,22, 1, 1, 155, 155,142,720
20151120-1604,22, 1, 2,  74,  74,720,142
20151120-1604,22, 2, 1,  96, 251,720,54
20151120-1604,22, 2, 2, 102, 176,54,720
20151120-1604,22, 3, 1,  16, 267,54,46
20151120-1604,22, 3, 2, 111, 287,46,54
20151120-1604,22, 4, 1, 135, 402,46,47
20151120-1604,22, 4, 2,  28, 315,47,46
20151120-1604,22, 5, 1, 366, 768,47,395
20151120-1604,22, 5, 2, 261, 576,395,47
20151120-1604,22, 6, 1, 153, 921,395,679
20151120-1604,22, 6, 2, 155, 731,679,395
20151120-1604,22, 7, 1,  53, 974,679,390
20151120-1604,22, 7, 2,  53, 784,390,679
20151120-1604,23, 1, 1, 159, 159,142,720
20151120-1604,23, 1, 2, 127, 127,720,142
20151120-1604,23, 2, 1, 142, 301,720,47
20151120-1604,23, 2, 2, 104, 231,47,720
20151120-1604,23, 3, 1, 366, 667,47,395
20151120-1604,23, 3, 2, 261, 492,395,47
20151120-1604,23, 4, 1, 128, 795,395,390
20151120-1604,23, 4, 2, 155, 647,390,395
20151120-1604,23, 5, 1, 125, 920,390,679
20151120-1604,23, 5, 2, 117, 764,679,390
20151120-1604,24, 1, 1, 309, 309,142,126
20151120-1604,24, 1, 2,  21,  21,126,142
20151120-1604,24, 2, 1, 161, 470,126,35
20151120-1604,24, 2, 2,  11,  32,35,126
20151120-1604,24, 3, 1,  46, 516,35,48
20151120-1604,24, 3, 2,  26,  58,48,35
20151120-1604,24, 4, 1, 114, 630,48,49
20151120-1604,24, 4, 2,  13,  71,49,48
20151120-1604,24, 5, 1,  10, 640,49,50
20151120-1604,24, 5, 2,  10,  81,50,49
20151120-1604,24, 6, 1,  92, 732,50,272
20151120-1604,24, 6, 2,   6,  87,272,50
20151120-1604,24, 7, 1,   7, 739,272,644
20151120-1604,24, 7, 2,   7,  94,644,272
20151120-1604,24, 8, 1,  81, 820,644,229
20151120-1604,24, 8, 2,   5,  99,229,644
20151120-1604,24, 9, 1,  42, 862,229,232
20151120-1604,24, 9, 2,  13, 112,232,229
20151120-1604,24,10, 1, 147,1009,232,185
20151120-1604,24,10, 2,  11, 123,185,232
20151120-1604,24,11, 1,  32,1041,185,188
20151120-1604,24,11, 2,  15, 138,188,185
20151120-1604,24,12, 1,  94,1135,188,439
20151120-1604,24,12, 2,  18, 156,439,188
20151120-1604,24,13, 1,  45,1180,439,145
20151120-1604,24,13, 2,  19, 175,145,439
20151120-1604,24,14, 1,  77,1257,145,143
20151120-1604,24,14, 2,  10, 185,143,145
20151120-1604,24,15, 1, 193,1450,143,144
20151120-1604,24,15, 2,  14, 199,144,143
20151120-1604,25, 1, 1,  26,  26,586,107
20151120-1604,25, 1, 2,  32,  32,107,586
20151120-1604,26, 1, 1,  89,  89,56,60
20151120-1604,26, 1, 2, 215, 215,60,56
20151120-1604,26, 2, 1,  22, 111,60,58
20151120-1604,26, 2, 2, 191, 406,58,60
20151120-1604,26, 3, 1,  84, 195,58,59
20151120-1604,26, 3, 2, 263, 669,59,58
20151120-1604,26, 4, 1, 132, 327,59,61
20151120-1604,26, 4, 2, 134, 803,61,59
20151120-1604,26, 5, 1, 142, 469,61,55
20151120-1604,26, 5, 2, 142, 945,55,61
20151120-1604,26, 6, 1,  87, 556,55,67
20151120-1604,26, 6, 2, 192,1137,67,55
20151120-1604,26, 7, 1,  59, 615,67,63
20151120-1604,26, 7, 2, 266,1403,63,67
20151120-1604,27, 1, 1,  33,  33,149,148
20151120-1604,27, 1, 2,  79,  79,148,149
20151120-1604,27, 2, 1,  62,  95,148,150
20151120-1604,27, 2, 2,  31, 110,150,148
20151120-1604,27, 3, 1,  42, 137,150,405
20151120-1604,27, 3, 2,  99, 209,405,150
20151120-1604,28, 1, 1,  44,  44,108,73
20151120-1604,28, 1, 2,  46,  46,73,108
20151120-1604,28, 2, 1,  47,  91,73,72
20151120-1604,28, 2, 2,  93, 139,72,73
20151120-1604,28, 3, 1,  26, 117,72,132
20151120-1604,28, 3, 2,  26, 165,132,72
20151120-1604,29, 1, 1, 190, 190,80,64
20151120-1604,29, 1, 2,  36,  36,64,80
20151120-1604,30, 1, 1, 135, 135,462,254
20151120-1604,30, 1, 2,  83,  83,254,462
20151120-1604,30, 2, 1, 650, 785,254,144
20151120-1604,30, 2, 2,  76, 159,144,254
20151120-1604,30, 3, 1, 524,1309,144,868
20151120-1604,30, 3, 2, 523, 682,868,144
20151120-1604,30, 4, 1, 304,1613,868,660
20151120-1604,30, 4, 2,  20, 702,660,868
20151120-1604,30, 5, 1, 264,1877,660,861
20151120-1604,30, 5, 2, 108, 810,861,660
20151120-1604,30, 6, 1, 201,2078,861,856
20151120-1604,30, 6, 2, 188, 998,856,861
20151120-1604,30, 7, 1, 453,2531,856,2
20151120-1604,30, 7, 2, 115,1113,2,856
20151120-1604,31, 1, 1, 122, 122,727,797
20151120-1604,31, 1, 2, 219, 219,797,727
20151120-1604,31, 2, 1, 193, 315,797,456
20151120-1604,31, 2, 2, 201, 420,456,797
20151120-1604,31, 3, 1, 127, 442,456,110
20151120-1604,31, 3, 2, 111, 531,110,456
20151120-1604,31, 4, 1, 180, 622,110,109
20151120-1604,31, 4, 2, 177, 708,109,110
20151120-1604,31, 5, 1,  42, 664,109,331
20151120-1604,31, 5, 2, 203, 911,331,109
20151120-1604,31, 6, 1,  39, 703,331,586
20151120-1604,31, 6, 2, 196,1107,586,331
20151120-1604,31, 7, 1,  73, 776,586,107
20151120-1604,31, 7, 2, 112,1219,107,586
20151120-1604,31, 8, 1,  50, 826,107,701
20151120-1604,31, 8, 2, 202,1421,701,107
20151120-1604,31, 9, 1,  48, 874,701,108
20151120-1604,31, 9, 2,  50,1471,108,701
20151120-1604,31,10, 1,  65, 939,108,73
20151120-1604,31,10, 2,  69,1540,73,108
20151120-1604,32, 1, 1,  82,  82,39,120
20151120-1604,32, 1, 2,  82,  82,120,39
20151120-1604,32, 2, 1,  25, 107,120,133
20151120-1604,32, 2, 2,  24, 106,133,120
20151120-1604,32, 3, 1,  46, 153,133,134
20151120-1604,32, 3, 2,  47, 153,134,133
20151120-1604,32, 4, 1,  42, 195,134,147
20151120-1604,32, 4, 2,  42, 195,147,134
20151120-1604,32, 5, 1,  43, 238,147,112
20151120-1604,32, 5, 2,  42, 237,112,147
20151120-1604,32, 6, 1,  16, 254,112,383
20151120-1604,32, 6, 2,  19, 256,383,112
20151120-1604,32, 7, 1,  29, 283,383,114
20151120-1604,32, 7, 2,  25, 281,114,383
20151120-1604,32, 8, 1,  24, 307,114,452
20151120-1604,32, 8, 2,  40, 321,452,114
20151120-1604,32, 9, 1,  63, 370,452,111
20151120-1604,32, 9, 2,  62, 383,111,452
20151120-1604,32,10, 1,  19, 389,111,812
20151120-1604,32,10, 2,  20, 403,812,111
20151120-1604,32,11, 1,  23, 412,812,113
20151120-1604,32,11, 2,  11, 414,113,812
20151120-1604,32,12, 1,  23, 435,113,411
20151120-1604,32,12, 2,  25, 439,411,113
20151120-1604,32,13, 1,  16, 451,411,275
20151120-1604,32,13, 2,  16, 455,275,411
20151120-1604,32,14, 1,  24, 475,275,441
20151120-1604,32,14, 2,  24, 479,441,275
20151120-1604,32,15, 1,  35, 510,441,848
20151120-1604,32,15, 2,  57, 536,848,441
20151120-1604,32,16, 1,  38, 548,848,6032
20151120-1604,32,16, 2,  31, 567,6032,848
20151120-1604,32,17, 1,  50, 598,6032,6031
20151120-1604,32,17, 2,  48, 615,6031,6032
20151120-1604,32,18, 1,  76, 674,6031,6030
20151120-1604,32,18, 2,  76, 691,6030,6031
20151120-1604,32,19, 1,  51, 725,6030,6021
20151120-1604,32,19, 2,  48, 739,6021,6030
20151120-1604,32,20, 1,  19, 744,6021,6022
20151120-1604,32,20, 2,  20, 759,6022,6021
20151120-1604,32,21, 1,  37, 781,6022,6023
20151120-1604,32,21, 2,  28, 787,6023,6022
20151120-1604,32,22, 1,  47, 828,6023,6024
20151120-1604,32,22, 2,  50, 837,6024,6023
20151120-1604,32,23, 1,  29, 857,6024,6025
20151120-1604,32,23, 2,  58, 895,6025,6024
20151120-1604,32,24, 1,  18, 875,6025,6027
20151120-1604,32,24, 2,  47, 942,6027,6025
20151120-1604,32,25, 1,  27, 902,6027,6028
20151120-1604,32,25, 2, 374,1316,6028,6027
20151120-1604,33, 1, 1, 268, 268,422,667
20151120-1604,33, 1, 2, 148, 148,667,422
20151120-1604,33, 2, 1,  83, 351,667,533
20151120-1604,33, 2, 2,  59, 207,533,667
20151120-1604,33, 3, 1, 331, 682,533,125
20151120-1604,33, 3, 2,  45, 252,125,533
20151120-1604,33, 4, 1,  82, 764,125,470
20151120-1604,33, 4, 2, 485, 737,470,125
20151120-1604,33, 5, 1,  44, 808,470,597
20151120-1604,33, 5, 2,  87, 824,597,470
20151120-1604,33, 6, 1,  72, 880,597,515
20151120-1604,33, 6, 2,  62, 886,515,597
20151120-1604,34, 1, 1,  18,  18,4014,4013
20151120-1604,34, 1, 2,  22,  22,4013,4014
20151120-1604,34, 2, 1,  30,  48,4013,4048
20151120-1604,34, 2, 2,  64,  86,4048,4013
20151120-1604,34, 3, 1, 214, 262,4048,4015
20151120-1604,34, 3, 2,  15, 101,4015,4048
20151120-1604,35, 1, 1, 155, 155,515,4014
20151120-1604,35, 1, 2, 312, 312,4014,515
20151120-1604,35, 2, 1,  24, 179,4014,4013
20151120-1604,35, 2, 2,  39, 351,4013,4014
20151120-1604,35, 3, 1,  30, 209,4013,4048
20151120-1604,35, 3, 2, 108, 459,4048,4013
20151120-1604,35, 4, 1, 218, 427,4048,4015
20151120-1604,35, 4, 2,  15, 474,4015,4048
20151120-1604,36, 1, 1,  75,  75,472,348
20151120-1604,36, 1, 2,  73,  73,348,472
20151120-1604,36, 2, 1, 131, 206,348,209
20151120-1604,36, 2, 2, 173, 246,209,348
20151120-1604,36, 3, 1, 216, 422,209,553
20151120-1604,36, 3, 2, 314, 560,553,209
20151120-1604,36, 4, 1,  68, 490,553,651
20151120-1604,36, 4, 2, 109, 669,651,553
20151120-1604,36, 5, 1,  27, 517,651,654
20151120-1604,36, 5, 2,  47, 716,654,651
20151120-1604,36, 6, 1,  66, 583,654,372
20151120-1604,36, 6, 2,  36, 752,372,654
20151120-1604,36, 7, 1, 103, 686,372,71
20151120-1604,36, 7, 2, 127, 879,71,372
20151120-1604,36, 8, 1, 114, 800,71,171
20151120-1604,36, 8, 2, 128,1007,171,71
20151120-1604,36, 9, 1, 110, 910,171,486
20151120-1604,36, 9, 2, 214,1221,486,171
20151120-1604,36,10, 1, 249,1159,486,771
20151120-1604,36,10, 2, 153,1374,771,486
20151120-1604,36,11, 1,  67,1226,771,369
20151120-1604,36,11, 2,  87,1461,369,771
20151120-1604,36,12, 1, 168,1394,369,366
20151120-1604,36,12, 2,  15,1476,366,369
20151120-1604,36,13, 1, 154,1548,366,368
20151120-1604,36,13, 2,  54,1530,368,366
20151120-1604,36,14, 1,  92,1640,368,367
20151120-1604,36,14, 2,   6,1536,367,368
20151120-1604,36,15, 1,  25,1665,367,35
20151120-1604,36,15, 2,  35,1571,35,367
20151120-1604,36,16, 1,  44,1709,35,48
20151120-1604,36,16, 2, 390,1961,48,35
20151120-1604,36,17, 1,  76,1785,48,49
20151120-1604,36,17, 2,  22,1983,49,48
20151120-1604,37, 1, 1, 181, 181,190,761
20151120-1604,37, 1, 2,  12,  12,761,190
20151120-1604,37, 2, 1, 134, 315,761,152
20151120-1604,37, 2, 2,  16,  28,152,761
20151120-1604,37, 3, 1, 195, 510,152,37
20151120-1604,37, 3, 2,  39,  67,37,152
20151120-1604,37, 4, 1,  28, 538,37,193
20151120-1604,37, 4, 2,  27,  94,193,37
20151120-1604,37, 5, 1, 123, 661,193,26
20151120-1604,37, 5, 2,  30, 124,26,193
20151120-1604,37, 6, 1, 304, 965,26,197
20151120-1604,37, 6, 2,  73, 197,197,26
20151120-1604,37, 7, 1,  48,1013,197,17
20151120-1604,37, 7, 2,  34, 231,17,197
20151120-1604,38, 1, 1,  51,  51,197,200
20151120-1604,38, 1, 2,  48,  48,200,197
20151120-1604,38, 2, 1,  64, 115,200,201
20151120-1604,38, 2, 2,   6,  54,201,200
20151120-1604,38, 3, 1, 189, 304,201,60
20151120-1604,38, 3, 2,  48, 102,60,201
20151120-1604,39, 1, 1, 107, 107,58,140
20151120-1604,39, 1, 2,  25,  25,140,58
20151120-1604,39, 2, 1,  88, 195,140,201
20151120-1604,39, 2, 2,  25,  50,201,140
20151120-1604,39, 3, 1,  55, 250,201,200
20151120-1604,39, 3, 2,   7,  57,200,201
20151120-1604,39, 4, 1,  87, 337,200,197
20151120-1604,39, 4, 2,  44, 101,197,200
20151120-1604,40, 1, 1, 265, 265,232,196
20151120-1604,40, 1, 2,  82,  82,196,232
20151120-1604,40, 2, 1, 167, 432,196,26
20151120-1604,40, 2, 2, 285, 367,26,196
20151120-1604,40, 3, 1, 134, 566,26,193
20151120-1604,40, 3, 2, 402, 769,193,26
20151120-1604,40, 4, 1, 288, 854,193,37
20151120-1604,40, 4, 2, 286,1055,37,193
20151120-1604,40, 5, 1, 106, 960,37,152
20151120-1604,40, 5, 2, 172,1227,152,37
20151120-1604,40, 6, 1, 326,1286,152,190
20151120-1604,40, 6, 2, 330,1557,190,152
20151120-1604,40, 7, 1, 179,1465,190,45
20151120-1604,40, 7, 2, 261,1818,45,190
20151120-1604,40, 8, 1, 216,1681,45,31
20151120-1604,40, 8, 2, 191,2009,31,45
20151120-1604,40, 9, 1,  82,1763,31,106
20151120-1604,40, 9, 2, 103,2112,106,31
20151120-1604,41, 1, 1, 516, 516,144,143
20151120-1604,41, 1, 2,  44,  44,143,144
20151120-1604,41, 2, 1, 145, 661,143,146
20151120-1604,41, 2, 2,  10,  54,146,143
20151120-1604,41, 3, 1, 210, 871,146,288
20151120-1604,41, 3, 2,  14,  68,288,146
20151120-1604,41, 4, 1,  20, 891,288,185
20151120-1604,41, 4, 2,  20,  88,185,288
20151120-1604,41, 5, 1, 177,1068,185,183
20151120-1604,41, 5, 2,  12, 100,183,185
20151120-1604,41, 6, 1, 102,1170,183,17
20151120-1604,41, 6, 2,   7, 107,17,183
20151120-1604,41, 7, 1, 201,1371,17,403
20151120-1604,41, 7, 2,  13, 120,403,17
20151120-1604,41, 8, 1, 106,1477,403,513
20151120-1604,41, 8, 2,  15, 135,513,403
20151120-1604,41, 9, 1, 171,1648,513,3
20151120-1604,41, 9, 2,  11, 146,3,513
20151120-1604,41,10, 1, 172,1820,3,2
20151120-1604,41,10, 2,  34, 180,2,3
20151120-1604,42, 1, 1, 183, 183,394,187
20151120-1604,42, 1, 2, 431, 431,187,394
20151120-1604,42, 2, 1, 106, 289,187,84
20151120-1604,42, 2, 2, 765,1196,84,187
20151120-1604,42, 3, 1,  47, 336,84,82
20151120-1604,42, 3, 2, 393,1589,82,84
20151120-1604,42, 4, 1,  50, 386,82,83
20151120-1604,42, 4, 2, 183,1772,83,82
20151120-1604,42, 5, 1, 137, 523,83,81
20151120-1604,42, 5, 2,  47,1819,81,83
20151120-1604,42, 6, 1, 172, 695,81,38
20151120-1604,42, 6, 2, 302,2121,38,81
20151120-1604,42, 7, 1, 104, 799,38,142
20151120-1604,42, 7, 2, 283,2404,142,38
20151120-1604,42, 8, 1, 441,1240,142,126
20151120-1604,42, 8, 2,  89,2493,126,142
20151120-1604,42, 9, 1, 228,1468,126,35
20151120-1604,42, 9, 2,  76,2569,35,126
20151120-1604,42,10, 1,  46,1514,35,48
20151120-1604,42,10, 2,  51,2620,48,35
20151120-1604,42,11, 1,  86,1600,48,49
20151120-1604,42,11, 2, 223,2843,49,48
20151120-1604,42,12, 1,  41,1641,49,272
20151120-1604,42,12, 2,  78,2921,272,49
20151120-1604,43, 1, 1, 273, 273,24,192
20151120-1604,43, 1, 2, 108, 108,192,24
20151120-1604,43, 2, 1, 116, 389,192,622
20151120-1604,43, 2, 2, 636, 744,622,192
20151120-1604,43, 3, 1, 138, 527,622,173
20151120-1604,43, 3, 2, 142, 886,173,622
20151120-1604,43, 4, 1,  53, 580,173,305
20151120-1604,43, 4, 2, 221,1107,305,173
20151120-1604,43, 5, 1, 190, 770,305,49
20151120-1604,43, 5, 2, 190,1297,49,305
20151120-1604,43, 6, 1,  14, 784,49,50
20151120-1604,43, 6, 2,  69,1366,50,49
20151120-1604,43, 7, 1,  76, 860,50,272
20151120-1604,43, 7, 2,  64,1430,272,50
20151120-1604,44, 1, 1,  81,  81,38,142
20151120-1604,44, 1, 2,1195,1195,142,38
20151120-1604,44, 2, 1, 158, 239,142,126
20151120-1604,44, 2, 2, 445,1640,126,142
20151120-1604,44, 3, 1, 234, 473,126,35
20151120-1604,44, 3, 2, 269,1909,35,126
20151120-1604,44, 4, 1,  34, 507,35,48
20151120-1604,44, 4, 2, 497,2406,48,35
20151120-1604,44, 5, 1,  25, 532,48,49
20151120-1604,44, 5, 2, 309,2715,49,48
20151120-1604,45, 1, 1, 215, 215,144,145
20151120-1604,45, 1, 2,  15,  15,145,144
20151120-1604,45, 2, 1, 215, 430,145,288
20151120-1604,45, 2, 2,  15,  30,288,145
20151120-1604,45, 3, 1,  48, 478,288,232
20151120-1604,45, 3, 2,  24,  54,232,288
20151120-1604,45, 4, 1, 105, 583,232,229
20151120-1604,45, 4, 2,  18,  72,229,232
20151120-1604,45, 5, 1,  82, 665,229,272
20151120-1604,45, 5, 2,  21,  93,272,229
20151120-1604,45, 6, 1,  65, 730,272,50
20151120-1604,45, 6, 2,  11, 104,50,272
20151120-1604,45, 7, 1,  16, 746,50,49
20151120-1604,45, 7, 2,  17, 121,49,50
20151120-1604,45, 8, 1, 302,1048,49,48
20151120-1604,45, 8, 2,  22, 143,48,49
20151120-1604,45, 9, 1, 109,1157,48,22
20151120-1604,45, 9, 2,  87, 230,22,48
20151120-1604,46, 1, 1,  17,  17,848,6032
20151120-1604,46, 1, 2,  49,  49,6032,848
20151120-1604,46, 2, 1,  27,  44,6032,6031
20151120-1604,46, 2, 2,  28,  77,6031,6032
20151120-1604,46, 3, 1,  42,  86,6031,6030
20151120-1604,46, 3, 2,  42, 119,6030,6031
20151120-1604,46, 4, 1,  30, 116,6030,6021
20151120-1604,46, 4, 2,  30, 149,6021,6030
20151120-1604,46, 5, 1,   9, 125,6021,6022
20151120-1604,46, 5, 2,  10, 159,6022,6021
20151120-1604,46, 6, 1,  19, 144,6022,6023
20151120-1604,46, 6, 2,  16, 175,6023,6022
20151120-1604,46, 7, 1,  22, 166,6023,6024
20151120-1604,46, 7, 2,  22, 197,6024,6023
20151120-1604,46, 8, 1,  18, 184,6024,6025
20151120-1604,46, 8, 2,  36, 233,6025,6024
20151120-1604,46, 9, 1,   9, 193,6025,6027
20151120-1604,46, 9, 2,  25, 258,6027,6025
20151120-1604,46,10, 1,  24, 217,6027,6028
20151120-1604,46,10, 2, 180, 438,6028,6027
20151120-1604,47, 1, 1, 152, 152,183,196
20151120-1604,47, 1, 2,  32,  32,196,183
20151120-1604,47, 2, 1, 225, 377,196,26
20151120-1604,47, 2, 2,  72, 104,26,196
20151120-1604,47, 3, 1,  88, 465,26,193
20151120-1604,47, 3, 2,  36, 140,193,26
20151120-1604,47, 4, 1,  71, 536,193,37
20151120-1604,47, 4, 2,  31, 171,37,193
20151120-1604,47, 5, 1, 119, 655,37,152
20151120-1604,47, 5, 2,  39, 210,152,37
20151120-1604,47, 6, 1,  56, 711,152,760
20151120-1604,47, 6, 2,  14, 224,760,152
20151120-1604,47, 7, 1, 103, 814,760,190
20151120-1604,47, 7, 2,  15, 239,190,760
20151120-1604,47, 8, 1,  66, 880,190,420
20151120-1604,47, 8, 2,  52, 291,420,190
20151120-1604,48, 1, 1,  36,  36,503,181
20151120-1604,48, 1, 2,  36,  36,181,503
20151120-1604,48, 2, 1,  49,  85,181,180
20151120-1604,48, 2, 2,  32,  68,180,181
20151120-1604,48, 3, 1, 126, 211,180,15
20151120-1604,48, 3, 2, 168, 236,15,180
20151120-1604,48, 4, 1,  84, 295,15,43
20151120-1604,48, 4, 2, 313, 549,43,15
20151120-1604,48, 5, 1,  99, 394,43,691
20151120-1604,48, 5, 2, 104, 653,691,43
20151120-1604,48, 6, 1,  33, 427,691,64
20151120-1604,48, 6, 2,  43, 696,64,691
20151120-1604,48, 7, 1,  31, 458,64,65
20151120-1604,48, 7, 2,  34, 730,65,64
20151120-1604,48, 8, 1,  61, 519,65,66
20151120-1604,48, 8, 2,  57, 787,66,65
20151120-1604,48, 9, 1,  22, 541,66,750
20151120-1604,48, 9, 2,  24, 811,750,66
20151120-1604,48,10, 1,  52, 593,750,63
20151120-1604,48,10, 2,  52, 863,63,750
20151120-1604,48,11, 1,  22, 615,63,67
20151120-1604,48,11, 2,  52, 915,67,63
20151120-1604,48,12, 1,  16, 631,67,61
20151120-1604,48,12, 2,  16, 931,61,67
20151120-1604,48,13, 1,  13, 644,61,59
20151120-1604,48,13, 2,  16, 947,59,61
20151120-1604,48,14, 1,  41, 685,59,58
20151120-1604,48,14, 2,  42, 989,58,59
20151120-1604,49, 1, 1, 422, 422,311,599
20151120-1604,49, 1, 2, 236, 236,599,311
20151120-1604,49, 2, 1, 102, 524,599,187
20151120-1604,49, 2, 2, 102, 338,187,599
20151120-1604,49, 3, 1,  71, 595,187,155
20151120-1604,49, 3, 2, 162, 500,155,187
20151120-1604,49, 4, 1,  55, 650,155,158
20151120-1604,49, 4, 2, 112, 612,158,155
20151120-1604,49, 5, 1,  99, 749,158,157
20151120-1604,49, 5, 2, 102, 714,157,158
20151120-1604,49, 6, 1, 116, 865,157,25
20151120-1604,49, 6, 2, 112, 826,25,157
20151120-1604,50, 1, 1,  23,  23,456,110
20151120-1604,50, 1, 2,  23,  23,110,456
20151120-1605, 1, 1, 1, 154, 154,2127,175
20151120-1605, 1, 1, 2,  78,  78,175,2127
20151120-1605, 1, 2, 1, 113, 267,175,174
20151120-1605, 1, 2, 2, 233, 311,174,175
20151120-1605, 1, 3, 1,  19, 286,174,615
20151120-1605, 1, 3, 2,  62, 373,615,174
20151120-1605, 1, 4, 1,  32, 318,615,243
20151120-1605, 1, 4, 2, 221, 594,243,615
20151120-1605, 1, 5, 1,  31, 349,243,448
20151120-1605, 1, 5, 2,  16, 610,448,243
20151120-1605, 1, 6, 1, 139, 488,448,118
20151120-1605, 1, 6, 2,  17, 627,118,448
20151120-1605, 1, 7, 1,  16, 504,118,496
20151120-1605, 1, 7, 2,  16, 643,496,118
20151120-1605, 1, 8, 1, 109, 613,496,610
20151120-1605, 1, 8, 2,   9, 652,610,496
20151120-1605, 1, 9, 1,  56, 669,610,103
20151120-1605, 1, 9, 2, 114, 766,103,610
20151120-1605, 1,10, 1,   7, 676,103,614
20151120-1605, 1,10, 2,  82, 848,614,103
20151120-1605, 1,11, 1,  18, 694,614,613
20151120-1605, 1,11, 2,  18, 866,613,614
20151120-1605, 1,12, 1,  21, 715,613,104
20151120-1605, 1,12, 2,  38, 904,104,613
20151120-1605, 1,13, 1,  67, 782,104,758
20151120-1605, 1,13, 2,   5, 909,758,104
20151120-1605, 2, 1, 1,  18,  18,356,183
20151120-1605, 2, 1, 2,  18,  18,183,356
20151120-1605, 2, 2, 1,  30,  48,183,196
20151120-1605, 2, 2, 2,  27,  45,196,183
20151120-1605, 2, 3, 1,  40,  88,196,26
20151120-1605, 2, 3, 2,  67, 112,26,196
20151120-1605, 2, 4, 1,  40, 128,26,193
20151120-1605, 2, 4, 2,  54, 166,193,26
20151120-1605, 2, 5, 1, 169, 297,193,37
20151120-1605, 2, 5, 2,  69, 235,37,193
20151120-1605, 2, 6, 1,  19, 316,37,152
20151120-1605, 2, 6, 2,  44, 279,152,37
20151120-1605, 2, 7, 1,  24, 340,152,760
20151120-1605, 2, 7, 2,  52, 331,760,152
20151120-1605, 3, 1, 1,  17,  17,269,39
20151120-1605, 3, 1, 2,  25,  25,39,269
20151120-1605, 3, 2, 1,  28,  45,39,116
20151120-1605, 3, 2, 2,  29,  54,116,39
20151120-1605, 3, 3, 1,  64, 109,116,133
20151120-1605, 3, 3, 2,  63, 117,133,116
20151120-1605, 4, 1, 1, 111, 111,515,597
20151120-1605, 4, 1, 2, 109, 109,597,515
20151120-1605, 4, 2, 1,  37, 148,597,470
20151120-1605, 4, 2, 2,  45, 154,470,597
20151120-1605, 4, 3, 1,  30, 178,470,125
20151120-1605, 4, 3, 2,  21, 175,125,470
20151120-1605, 4, 4, 1,  30, 208,125,667
20151120-1605, 4, 4, 2, 278, 453,667,125
20151120-1605, 4, 5, 1,  21, 229,667,422
20151120-1605, 4, 5, 2,  20, 473,422,667
20151120-1605, 4, 6, 1,  43, 272,422,151
20151120-1605, 4, 6, 2, 108, 581,151,422
20151120-1605, 4, 7, 1,  73, 345,151,20
20151120-1605, 4, 7, 2,  75, 656,20,151
20151120-1605, 4, 8, 1,   7, 352,20,741
20151120-1605, 4, 8, 2,   8, 664,741,20
20151120-1605, 4, 9, 1,  18, 370,741,773
20151120-1605, 4, 9, 2,  18, 682,773,741
20151120-1605, 4,10, 1,  21, 391,773,152
20151120-1605, 4,10, 2,   5, 687,152,773
20151120-1605, 5, 1, 1, 102, 102,4012,510
20151120-1605, 5, 1, 2,  91,  91,510,4012
20151120-1605, 5, 2, 1,  45, 147,510,528
20151120-1605, 5, 2, 2,  49, 140,528,510
20151120-1605, 5, 3, 1,  16, 163,528,327
20151120-1605, 5, 3, 2,  14, 154,327,528
20151120-1605, 5, 4, 1,  16, 179,327,458
20151120-1605, 5, 4, 2,  16, 170,458,327
20151120-1605, 5, 5, 1,  23, 202,458,459
20151120-1605, 5, 5, 2,  27, 197,459,458
20151120-1605, 5, 6, 1,  87, 289,459,405
20151120-1605, 5, 6, 2,  88, 285,405,459
20151120-1605, 6, 1, 1,  48,  48,405,150
20151120-1605, 6, 1, 2, 315, 315,150,405
20151120-1605, 6, 2, 1,  23,  71,150,148
20151120-1605, 6, 2, 2,  84, 399,148,150
20151120-1605, 6, 3, 1,  46, 117,148,149
20151120-1605, 6, 3, 2,  15, 414,149,148
20151120-1605, 6, 4, 1,  73, 190,149,44
20151120-1605, 6, 4, 2,  95, 509,44,149
20151120-1605, 6, 5, 1,  29, 219,44,351
20151120-1605, 6, 5, 2,  29, 538,351,44
20151120-1605, 6, 6, 1,   9, 228,351,36
20151120-1605, 6, 6, 2,   7, 545,36,351
20151120-1605, 6, 7, 1,  22, 250,36,776
20151120-1605, 6, 7, 2, 323, 868,776,36
20151120-1605, 6, 8, 1,   7, 257,776,37
20151120-1605, 6, 8, 2,   7, 875,37,776
20151120-1605, 7, 1, 1,  43,  43,179,691
20151120-1605, 7, 1, 2, 289, 289,691,179
20151120-1605, 7, 2, 1,  40,  83,691,64
20151120-1605, 7, 2, 2,  14, 303,64,691
20151120-1605, 7, 3, 1,  22, 105,64,65
20151120-1605, 7, 3, 2,  23, 326,65,64
20151120-1605, 7, 4, 1,  36, 141,65,66
20151120-1605, 7, 4, 2,  36, 362,66,65
20151120-1605, 7, 5, 1,  39, 180,66,750
20151120-1605, 7, 5, 2,   4, 366,750,66
20151120-1605, 7, 6, 1,  59, 239,750,63
20151120-1605, 7, 6, 2,  59, 425,63,750
20151120-1605, 7, 7, 1,  34, 273,63,67
