Timestamp,Route,Link,Direction,STT,AccSTT,TCS1,TCS2
20151120-1559,43, 6, 2,  89,1400,50,49
20151120-1559,43, 7, 1,  87,1051,50,272
20151120-1559,43, 7, 2,  65,1465,272,50
20151120-1559,44, 1, 1,  81,  81,38,142
20151120-1559,44, 1, 2,1195,1195,142,38
20151120-1559,44, 2, 1, 106, 187,142,126
20151120-1559,44, 2, 2, 445,1640,126,142
20151120-1559,44, 3, 1, 134, 321,126,35
20151120-1559,44, 3, 2, 269,1909,35,126
20151120-1559,44, 4, 1,  34, 355,35,48
20151120-1559,44, 4, 2, 497,2406,48,35
20151120-1559,44, 5, 1,  35, 390,48,49
20151120-1559,44, 5, 2, 309,2715,49,48
20151120-1559,45, 1, 1, 215, 215,144,145
20151120-1559,45, 1, 2,  15,  15,145,144
20151120-1559,45, 2, 1, 215, 430,145,288
20151120-1559,45, 2, 2,  15,  30,288,145
20151120-1559,45, 3, 1,  39, 469,288,232
20151120-1559,45, 3, 2,  24,  54,232,288
20151120-1559,45, 4, 1, 161, 630,232,229
20151120-1559,45, 4, 2,  18,  72,229,232
20151120-1559,45, 5, 1, 132, 762,229,272
20151120-1559,45, 5, 2,  21,  93,272,229
20151120-1559,45, 6, 1,  70, 832,272,50
20151120-1559,45, 6, 2,  11, 104,50,272
20151120-1559,45, 7, 1,  16, 848,50,49
20151120-1559,45, 7, 2,  17, 121,49,50
20151120-1559,45, 8, 1, 280,1128,49,48
20151120-1559,45, 8, 2,  22, 143,48,49
20151120-1559,45, 9, 1, 103,1231,48,22
20151120-1559,45, 9, 2,  87, 230,22,48
20151120-1559,46, 1, 1,  17,  17,848,6032
20151120-1559,46, 1, 2,  45,  45,6032,848
20151120-1559,46, 2, 1,  29,  46,6032,6031
20151120-1559,46, 2, 2,  27,  72,6031,6032
20151120-1559,46, 3, 1,  42,  88,6031,6030
20151120-1559,46, 3, 2,  42, 114,6030,6031
20151120-1559,46, 4, 1,  30, 118,6030,6021
20151120-1559,46, 4, 2,  30, 144,6021,6030
20151120-1559,46, 5, 1,   9, 127,6021,6022
20151120-1559,46, 5, 2,  16, 160,6022,6021
20151120-1559,46, 6, 1,  20, 147,6022,6023
20151120-1559,46, 6, 2,  16, 176,6023,6022
20151120-1559,46, 7, 1,  22, 169,6023,6024
20151120-1559,46, 7, 2,  23, 199,6024,6023
20151120-1559,46, 8, 1,  18, 187,6024,6025
20151120-1559,46, 8, 2,  71, 270,6025,6024
20151120-1559,46, 9, 1,   9, 196,6025,6027
20151120-1559,46, 9, 2,  35, 305,6027,6025
20151120-1559,46,10, 1,  27, 223,6027,6028
20151120-1559,46,10, 2, 180, 485,6028,6027
20151120-1559,47, 1, 1, 134, 134,183,196
20151120-1559,47, 1, 2,  32,  32,196,183
20151120-1559,47, 2, 1, 314, 448,196,26
20151120-1559,47, 2, 2,  72, 104,26,196
20151120-1559,47, 3, 1,  94, 542,26,193
20151120-1559,47, 3, 2,  36, 140,193,26
20151120-1559,47, 4, 1,  87, 629,193,37
20151120-1559,47, 4, 2,  31, 171,37,193
20151120-1559,47, 5, 1, 128, 757,37,152
20151120-1559,47, 5, 2,  39, 210,152,37
20151120-1559,47, 6, 1,  65, 822,152,760
20151120-1559,47, 6, 2,  14, 224,760,152
20151120-1559,47, 7, 1, 107, 929,760,190
20151120-1559,47, 7, 2,  15, 239,190,760
20151120-1559,47, 8, 1,  71,1000,190,420
20151120-1559,47, 8, 2,  52, 291,420,190
20151120-1559,48, 1, 1,  36,  36,503,181
20151120-1559,48, 1, 2,  36,  36,181,503
20151120-1559,48, 2, 1,  41,  77,181,180
20151120-1559,48, 2, 2,  32,  68,180,181
20151120-1559,48, 3, 1, 116, 193,180,15
20151120-1559,48, 3, 2, 249, 317,15,180
20151120-1559,48, 4, 1,  69, 262,15,43
20151120-1559,48, 4, 2, 316, 633,43,15
20151120-1559,48, 5, 1,  99, 361,43,691
20151120-1559,48, 5, 2, 122, 755,691,43
20151120-1559,48, 6, 1,  33, 394,691,64
20151120-1559,48, 6, 2,  42, 797,64,691
20151120-1559,48, 7, 1,  31, 425,64,65
20151120-1559,48, 7, 2,  31, 828,65,64
20151120-1559,48, 8, 1,  58, 483,65,66
20151120-1559,48, 8, 2,  57, 885,66,65
20151120-1559,48, 9, 1,  29, 512,66,750
20151120-1559,48, 9, 2,  36, 921,750,66
20151120-1559,48,10, 1,  52, 564,750,63
20151120-1559,48,10, 2,  52, 973,63,750
20151120-1559,48,11, 1,  22, 586,63,67
20151120-1559,48,11, 2,  43,1016,67,63
20151120-1559,48,12, 1,  16, 602,67,61
20151120-1559,48,12, 2,  16,1032,61,67
20151120-1559,48,13, 1,  12, 614,61,59
20151120-1559,48,13, 2,  20,1052,59,61
20151120-1559,48,14, 1,  41, 655,59,58
20151120-1559,48,14, 2,  42,1094,58,59
20151120-1559,49, 1, 1, 427, 427,311,599
20151120-1559,49, 1, 2, 212, 212,599,311
20151120-1559,49, 2, 1, 102, 529,599,187
20151120-1559,49, 2, 2, 100, 312,187,599
20151120-1559,49, 3, 1,  74, 603,187,155
20151120-1559,49, 3, 2, 172, 484,155,187
20151120-1559,49, 4, 1,  55, 658,155,158
20151120-1559,49, 4, 2, 134, 618,158,155
20151120-1559,49, 5, 1, 104, 762,158,157
20151120-1559,49, 5, 2, 101, 719,157,158
20151120-1559,49, 6, 1, 137, 899,157,25
20151120-1559,49, 6, 2,  88, 807,25,157
20151120-1559,50, 1, 1,  23,  23,456,110
20151120-1559,50, 1, 2,  23,  23,110,456
20151120-1604, 1, 1, 1, 157, 157,2127,175
20151120-1604, 1, 1, 2,  81,  81,175,2127
20151120-1604, 1, 2, 1, 113, 270,175,174
20151120-1604, 1, 2, 2, 238, 319,174,175
20151120-1604, 1, 3, 1,  20, 290,174,615
20151120-1604, 1, 3, 2,  62, 381,615,174
20151120-1604, 1, 4, 1,  32, 322,615,243
20151120-1604, 1, 4, 2, 216, 597,243,615
20151120-1604, 1, 5, 1,  31, 353,243,448
20151120-1604, 1, 5, 2,  16, 613,448,243
20151120-1604, 1, 6, 1, 141, 494,448,118
20151120-1604, 1, 6, 2,  17, 630,118,448
20151120-1604, 1, 7, 1,  16, 510,118,496
20151120-1604, 1, 7, 2,  16, 646,496,118
20151120-1604, 1, 8, 1, 107, 617,496,610
20151120-1604, 1, 8, 2,   9, 655,610,496
20151120-1604, 1, 9, 1,  59, 676,610,103
20151120-1604, 1, 9, 2, 126, 781,103,610
20151120-1604, 1,10, 1,   7, 683,103,614
20151120-1604, 1,10, 2,  94, 875,614,103
20151120-1604, 1,11, 1,  18, 701,614,613
20151120-1604, 1,11, 2,  18, 893,613,614
20151120-1604, 1,12, 1,  21, 722,613,104
20151120-1604, 1,12, 2,  38, 931,104,613
20151120-1604, 1,13, 1,  62, 784,104,758
20151120-1604, 1,13, 2,   5, 936,758,104
20151120-1604, 2, 1, 1,  18,  18,356,183
20151120-1604, 2, 1, 2,  18,  18,183,356
20151120-1604, 2, 2, 1,  30,  48,183,196
20151120-1604, 2, 2, 2,  27,  45,196,183
20151120-1604, 2, 3, 1,  38,  86,196,26
20151120-1604, 2, 3, 2,  55, 100,26,196
20151120-1604, 2, 4, 1,  39, 125,26,193
20151120-1604, 2, 4, 2,  52, 152,193,26
20151120-1604, 2, 5, 1, 179, 304,193,37
20151120-1604, 2, 5, 2,  72, 224,37,193
20151120-1604, 2, 6, 1,  19, 323,37,152
20151120-1604, 2, 6, 2,  48, 272,152,37
20151120-1604, 2, 7, 1,  24, 347,152,760
20151120-1604, 2, 7, 2,  60, 332,760,152
20151120-1604, 3, 1, 1,  17,  17,269,39
20151120-1604, 3, 1, 2,  25,  25,39,269
20151120-1604, 3, 2, 1,  28,  45,39,116
20151120-1604, 3, 2, 2,  29,  54,116,39
20151120-1604, 3, 3, 1,  64, 109,116,133
20151120-1604, 3, 3, 2,  63, 117,133,116
20151120-1604, 4, 1, 1, 113, 113,515,597
20151120-1604, 4, 1, 2, 109, 109,597,515
20151120-1604, 4, 2, 1,  37, 150,597,470
20151120-1604, 4, 2, 2,  44, 153,470,597
20151120-1604, 4, 3, 1,  31, 181,470,125
20151120-1604, 4, 3, 2,  22, 175,125,470
20151120-1604, 4, 4, 1,  30, 211,125,667
20151120-1604, 4, 4, 2, 245, 420,667,125
20151120-1604, 4, 5, 1,  22, 233,667,422
20151120-1604, 4, 5, 2,  20, 440,422,667
20151120-1604, 4, 6, 1,  46, 279,422,151
20151120-1604, 4, 6, 2, 137, 577,151,422
20151120-1604, 4, 7, 1,  73, 352,151,20
20151120-1604, 4, 7, 2,  75, 652,20,151
20151120-1604, 4, 8, 1,   7, 359,20,741
20151120-1604, 4, 8, 2,   8, 660,741,20
20151120-1604, 4, 9, 1,  18, 377,741,773
20151120-1604, 4, 9, 2,  18, 678,773,741
20151120-1604, 4,10, 1,  25, 402,773,152
20151120-1604, 4,10, 2,   5, 683,152,773
20151120-1604, 5, 1, 1, 105, 105,4012,510
20151120-1604, 5, 1, 2,  91,  91,510,4012
20151120-1604, 5, 2, 1,  45, 150,510,528
20151120-1604, 5, 2, 2,  49, 140,528,510
20151120-1604, 5, 3, 1,  16, 166,528,327
20151120-1604, 5, 3, 2,  14, 154,327,528
20151120-1604, 5, 4, 1,  17, 183,327,458
20151120-1604, 5, 4, 2,  16, 170,458,327
20151120-1604, 5, 5, 1,  23, 206,458,459
20151120-1604, 5, 5, 2,  28, 198,459,458
20151120-1604, 5, 6, 1,  87, 293,459,405
20151120-1604, 5, 6, 2,  88, 286,405,459
20151120-1604, 6, 1, 1,  52,  52,405,150
20151120-1604, 6, 1, 2, 310, 310,150,405
20151120-1604, 6, 2, 1,  23,  75,150,148
20151120-1604, 6, 2, 2,  70, 380,148,150
20151120-1604, 6, 3, 1,  44, 119,148,149
20151120-1604, 6, 3, 2,  15, 395,149,148
20151120-1604, 6, 4, 1,  73, 192,149,44
20151120-1604, 6, 4, 2,  95, 490,44,149
20151120-1604, 6, 5, 1,  29, 221,44,351
20151120-1604, 6, 5, 2,  29, 519,351,44
20151120-1604, 6, 6, 1,   9, 230,351,36
20151120-1604, 6, 6, 2,   7, 526,36,351
20151120-1604, 6, 7, 1,  22, 252,36,776
20151120-1604, 6, 7, 2, 323, 849,776,36
20151120-1604, 6, 8, 1,   7, 259,776,37
20151120-1604, 6, 8, 2,   7, 856,37,776
20151120-1604, 7, 1, 1,  43,  43,179,691
20151120-1604, 7, 1, 2, 282, 282,691,179
20151120-1604, 7, 2, 1,  30,  73,691,64
20151120-1604, 7, 2, 2,  14, 296,64,691
20151120-1604, 7, 3, 1,  22,  95,64,65
20151120-1604, 7, 3, 2,  23, 319,65,64
20151120-1604, 7, 4, 1,  36, 131,65,66
20151120-1604, 7, 4, 2,  36, 355,66,65
20151120-1604, 7, 5, 1,  40, 171,66,750
20151120-1604, 7, 5, 2,   4, 359,750,66
20151120-1604, 7, 6, 1,  59, 230,750,63
20151120-1604, 7, 6, 2,  59, 418,63,750
20151120-1604, 7, 7, 1,  34, 264,63,67
20151120-1604, 7, 7, 2,  43, 461,67,63
20151120-1604, 7, 8, 1,  26, 290,67,55
20151120-1604, 7, 8, 2, 125, 586,55,67
20151120-1604, 7, 9, 1,  29, 319,55,61
20151120-1604, 7, 9, 2, 201, 787,61,55
20151120-1604, 7,10, 1,  21, 340,61,59
20151120-1604, 7,10, 2, 103, 890,59,61
20151120-1604, 7,11, 1,  18, 358,59,76
20151120-1604, 7,11, 2, 139,1029,76,59
20151120-1604, 7,12, 1,  23, 381,76,141
20151120-1604, 7,12, 2,  22,1051,141,76
20151120-1604, 7,13, 1,  14, 395,141,166
20151120-1604, 7,13, 2,  47,1098,166,141
20151120-1604, 7,14, 1,  30, 425,166,182
20151120-1604, 7,14, 2,  14,1112,182,166
20151120-1604, 7,15, 1,  14, 439,182,403
20151120-1604, 7,15, 2, 212,1324,403,182
20151120-1604, 8, 1, 1,  30,  30,81,38
20151120-1604, 8, 1, 2,  64,  64,38,81
20151120-1604, 8, 2, 1,  58,  88,38,280
20151120-1604, 8, 2, 2, 298, 362,280,38
20151120-1604, 8, 3, 1,  37, 125,280,142
20151120-1604, 8, 3, 2,  36, 398,142,280
20151120-1604, 8, 4, 1,  15, 140,142,126
20151120-1604, 8, 4, 2,  37, 435,126,142
20151120-1604, 8, 5, 1,   7, 147,126,653
20151120-1604, 8, 5, 2, 107, 542,653,126
20151120-1604, 8, 6, 1, 192, 339,653,35
20151120-1604, 8, 6, 2,  14, 556,35,653
20151120-1604, 8, 7, 1,  26, 365,35,193
20151120-1604, 8, 7, 2, 215, 771,193,35
20151120-1604, 9, 1, 1,  39,  39,69,494
20151120-1604, 9, 1, 2,  38,  38,494,69
20151120-1604, 9, 2, 1, 100, 139,494,90
20151120-1604, 9, 2, 2,  99, 137,90,494
20151120-1604, 9, 3, 1,  68, 207,90,630
20151120-1604, 9, 3, 2,  69, 206,630,90
20151120-1604, 9, 4, 1,  71, 278,630,223
20151120-1604, 9, 4, 2,  70, 276,223,630
20151120-1604, 9, 5, 1,  72, 350,223,224
20151120-1604, 9, 5, 2,  72, 348,224,223
20151120-1604, 9, 6, 1,  41, 391,224,506
20151120-1604, 9, 6, 2,  40, 388,506,224
20151120-1604, 9, 7, 1,  33, 424,506,41
20151120-1604, 9, 7, 2,  32, 420,41,506
20151120-1604, 9, 8, 1,  26, 450,41,655
20151120-1604, 9, 8, 2,  29, 449,655,41
20151120-1604, 9, 9, 1,  43, 493,655,443
20151120-1604, 9, 9, 2,  45, 494,443,655
20151120-1604, 9,10, 1,  42, 535,443,73
20151120-1604, 9,10, 2,  32, 526,73,443
20151120-1604, 9,11, 1,  42, 577,73,72
20151120-1604, 9,11, 2,  45, 571,72,73
20151120-1604, 9,12, 1,  32, 609,72,194
20151120-1604, 9,12, 2,  47, 618,194,72
20151120-1604, 9,13, 1,  30, 639,194,282
20151120-1604, 9,13, 2,  30, 648,282,194
20151120-1604, 9,14, 1,  25, 664,282,2
20151120-1604, 9,14, 2,  30, 678,2,282
20151120-1604, 9,15, 1,  19, 683,2,203
20151120-1604, 9,15, 2,  34, 712,203,2
20151120-1604, 9,16, 1,  16, 699,203,3
20151120-1604, 9,16, 2,  15, 727,3,203
20151120-1604,10, 1, 1,  37,  37,124,410
20151120-1604,10, 1, 2,  42,  42,410,124
20151120-1604,10, 2, 1,  69, 106,410,189
20151120-1604,10, 2, 2,  83, 125,189,410
20151120-1604,10, 3, 1,   4, 110,189,738
20151120-1604,10, 3, 2,  53, 178,738,189
20151120-1604,10, 4, 1,  80, 190,738,372
20151120-1604,10, 4, 2,  79, 257,372,738
20151120-1604,10, 5, 1, 160, 350,372,42
20151120-1604,10, 5, 2,  16, 273,42,372
20151120-1604,10, 6, 1,  54, 404,42,172
20151120-1604,10, 6, 2,  54, 327,172,42
20151120-1604,10, 7, 1, 108, 512,172,370
20151120-1604,10, 7, 2, 127, 454,370,172
20151120-1604,11, 1, 1,  59,  59,130,5
20151120-1604,11, 1, 2,  59,  59,5,130
20151120-1604,11, 2, 1,  37,  96,5,151
20151120-1604,11, 2, 2,  14,  73,151,5
20151120-1604,11, 3, 1, 175, 271,151,127
20151120-1604,11, 3, 2,  54, 127,127,151
20151120-1604,11, 4, 1,  17, 288,127,149
20151120-1604,11, 4, 2,   7, 134,149,127
20151120-1604,11, 5, 1,  72, 360,149,432
20151120-1604,11, 5, 2,  99, 233,432,149
20151120-1604,12, 1, 1,   9,   9,832,9
20151120-1604,12, 1, 2,   7,   7,9,832
20151120-1604,12, 2, 1,  73,  82,9,178
20151120-1604,12, 2, 2,  73,  80,178,9
20151120-1604,12, 3, 1,  52, 134,178,148
20151120-1604,12, 3, 2,  53, 133,148,178
20151120-1604,13, 1, 1,  79,  79,2,3
20151120-1604,13, 1, 2,  57,  57,3,2
20151120-1604,13, 2, 1, 268, 347,3,513
20151120-1604,13, 2, 2,  19,  76,513,3
20151120-1604,13, 3, 1, 146, 493,513,354
20151120-1604,13, 3, 2,  30, 106,354,513
20151120-1604,13, 4, 1, 449, 942,354,355
20151120-1604,13, 4, 2,  30, 136,355,354
20151120-1604,13, 5, 1,  57, 999,355,439
20151120-1604,13, 5, 2,  30, 166,439,355
20151120-1604,13, 6, 1,  56,1055,439,145
20151120-1604,13, 6, 2,  25, 191,145,439
20151120-1604,13, 7, 1, 105,1160,145,143
20151120-1604,13, 7, 2,  16, 207,143,145
20151120-1604,13, 8, 1, 154,1314,143,144
20151120-1604,13, 8, 2,  32, 239,144,143
20151120-1604,14, 1, 1,  22,  22,456,110
20151120-1604,14, 1, 2,  22,  22,110,456
20151120-1604,14, 2, 1, 123, 145,110,109
20151120-1604,14, 2, 2, 123, 145,109,110
20151120-1604,14, 3, 1,  20, 165,109,331
20151120-1604,14, 3, 2,  19, 164,331,109
20151120-1604,14, 4, 1,  11, 176,331,586
20151120-1604,14, 4, 2,  53, 217,586,331
20151120-1604,14, 5, 1,  32, 208,586,107
20151120-1604,14, 5, 2,  25, 242,107,586
20151120-1604,14, 6, 1,  41, 249,107,701
20151120-1604,14, 6, 2,  98, 340,701,107
20151120-1604,14, 7, 1,  37, 286,701,108
20151120-1604,14, 7, 2,  43, 383,108,701
20151120-1604,14, 8, 1,  46, 332,108,73
20151120-1604,14, 8, 2,  48, 431,73,108
20151120-1604,14, 9, 1,  47, 379,73,72
20151120-1604,14, 9, 2,  64, 495,72,73
20151120-1604,14,10, 1,  26, 405,72,132
20151120-1604,14,10, 2,  26, 521,132,72
20151120-1604,15, 1, 1,  47,  47,49,50
20151120-1604,15, 1, 2,  10,  10,50,49
20151120-1604,15, 2, 1,  42,  89,50,272
20151120-1604,15, 2, 2,  16,  26,272,50
20151120-1604,15, 3, 1, 101, 190,272,229
20151120-1604,15, 3, 2,  10,  36,229,272
20151120-1604,15, 4, 1, 140, 330,229,196
20151120-1604,15, 4, 2,  16,  52,196,229
20151120-1604,16, 1, 1,  32,  32,197,196
20151120-1604,16, 1, 2,  13,  13,196,197
20151120-1604,16, 2, 1,  23,  55,196,232
20151120-1604,16, 2, 2,  22,  35,232,196
20151120-1604,16, 3, 1,  23,  78,232,226
20151120-1604,16, 3, 2,  22,  57,226,232
20151120-1604,16, 4, 1,  34, 112,226,272
20151120-1604,16, 4, 2,  33,  90,272,226
20151120-1604,16, 5, 1,  12, 124,272,50
20151120-1604,16, 5, 2,  11, 101,50,272
20151120-1604,16, 6, 1,  16, 140,50,49
20151120-1604,16, 6, 2,  15, 116,49,50
20151120-1604,17, 1, 1, 106, 106,229,301
20151120-1604,17, 1, 2, 105, 105,301,229
20151120-1604,17, 2, 1,  23, 129,301,163
20151120-1604,17, 2, 2,  23, 128,163,301
20151120-1604,17, 3, 1,  21, 150,163,70
20151120-1604,17, 3, 2,  16, 144,70,163
20151120-1604,17, 4, 1,  68, 218,70,157
20151120-1604,17, 4, 2,  66, 210,157,70
20151120-1604,17, 5, 1,  48, 266,157,295
20151120-1604,17, 5, 2,  54, 264,295,157
20151120-1604,17, 6, 1,  10, 276,295,158
20151120-1604,17, 6, 2,  10, 274,158,295
20151120-1604,17, 7, 1,  13, 289,158,623
20151120-1604,17, 7, 2,  14, 288,623,158
20151120-1604,17, 8, 1,  15, 304,623,156
20151120-1604,17, 8, 2,  15, 303,156,623
20151120-1604,17, 9, 1,  57, 361,156,155
20151120-1604,17, 9, 2,  36, 339,155,156
20151120-1604,17,10, 1,  90, 451,155,187
20151120-1604,17,10, 2,  84, 423,187,155
20151120-1604,17,11, 1, 105, 556,187,599
20151120-1604,17,11, 2,  41, 464,599,187
20151120-1604,17,12, 1,  77, 633,599,311
20151120-1604,17,12, 2, 188, 652,311,599
20151120-1604,18, 1, 1,  38,  38,727,797
20151120-1604,18, 1, 2, 112, 112,797,727
20151120-1604,18, 2, 1, 133, 171,797,456
20151120-1604,18, 2, 2, 114, 226,456,797
20151120-1604,18, 3, 1,  49, 220,456,110
20151120-1604,18, 3, 2,  24, 250,110,456
20151120-1604,18, 4, 1,  98, 318,110,109
20151120-1604,18, 4, 2, 106, 356,109,110
20151120-1604,18, 5, 1,  20, 338,109,331
20151120-1604,18, 5, 2,  19, 375,331,109
20151120-1604,18, 6, 1,  15, 353,331,586
20151120-1604,18, 6, 2,  53, 428,586,331
20151120-1604,18, 7, 1,  26, 379,586,107
20151120-1604,18, 7, 2,  33, 461,107,586
20151120-1604,18, 8, 1,  32, 411,107,701
20151120-1604,18, 8, 2,  49, 510,701,107
20151120-1604,18, 9, 1,  37, 448,701,108
20151120-1604,18, 9, 2,  36, 546,108,701
20151120-1604,18,10, 1,   7, 455,108,594
20151120-1604,18,10, 2,  22, 568,594,108
20151120-1604,18,11, 1,  29, 484,594,73
20151120-1604,18,11, 2,  29, 597,73,594
20151120-1604,18,12, 1,  62, 546,73,72
20151120-1604,18,12, 2,  61, 658,72,73
20151120-1604,18,13, 1,  26, 572,72,132
20151120-1604,18,13, 2,  26, 684,132,72
20151120-1604,18,14, 1,  23, 595,132,194
20151120-1604,18,14, 2,  15, 699,194,132
20151120-1604,18,15, 1,  37, 632,194,282
20151120-1604,18,15, 2,  48, 747,282,194
20151120-1604,18,16, 1,  45, 677,282,2
20151120-1604,18,16, 2,  26, 773,2,282
20151120-1604,18,17, 1,  58, 735,2,3
20151120-1604,18,17, 2,  60, 833,3,2
20151120-1604,18,18, 1,  20, 755,3,513
20151120-1604,18,18, 2,  21, 854,513,3
20151120-1604,18,19, 1,  22, 777,513,354
20151120-1604,18,19, 2,  60, 914,354,513
20151120-1604,18,20, 1,  84, 861,354,355
20151120-1604,18,20, 2,  11, 925,355,354
20151120-1604,18,21, 1,  48, 909,355,184
20151120-1604,18,21, 2,  47, 972,184,355
20151120-1604,19, 1, 1,  75,  75,420,190
20151120-1604,19, 1, 2,  50,  50,190,420
20151120-1604,19, 2, 1,  45, 120,190,761
20151120-1604,19, 2, 2,   8,  58,761,190
20151120-1604,19, 3, 1,  19, 139,761,152
20151120-1604,19, 3, 2,  13,  71,152,761
20151120-1604,19, 4, 1,  27, 166,152,37
20151120-1604,19, 4, 2,  27,  98,37,152
20151120-1604,19, 5, 1,  23, 189,37,193
20151120-1604,19, 5, 2,  20, 118,193,37
20151120-1604,19, 6, 1,  51, 240,193,26
20151120-1604,19, 6, 2,  25, 143,26,193
20151120-1604,19, 7, 1, 180, 420,26,197
20151120-1604,19, 7, 2,  54, 197,197,26
20151120-1604,20, 1, 1,  43,  43,70,163
20151120-1604,20, 1, 2,  43,  43,163,70
20151120-1604,20, 2, 1,  21,  64,163,801
20151120-1604,20, 2, 2,  21,  64,801,163
20151120-1604,20, 3, 1,   6,  70,801,301
20151120-1604,20, 3, 2,   6,  70,301,801
20151120-1604,20, 4, 1,  49, 119,301,39
20151120-1604,20, 4, 2,  49, 119,39,301
20151120-1604,20, 5, 1, 113, 232,39,269
20151120-1604,20, 5, 2,  13, 132,269,39
20151120-1604,20, 6, 1,  73, 305,269,146
20151120-1604,20, 6, 2,  36, 168,146,269
20151120-1604,20, 7, 1, 137, 442,146,288
20151120-1604,20, 7, 2,  17, 185,288,146
20151120-1604,20, 8, 1,  33, 475,288,232
20151120-1604,20, 8, 2,  32, 217,232,288
20151120-1604,20, 9, 1,  45, 520,232,196
20151120-1604,20, 9, 2,  26, 243,196,232
20151120-1604,20,10, 1,   7, 527,196,197
20151120-1604,20,10, 2,   6, 249,197,196
20151120-1604,20,11, 1,  47, 574,197,200
20151120-1604,20,11, 2,  46, 295,200,197
20151120-1604,20,12, 1,  38, 612,200,201
20151120-1604,20,12, 2,   6, 301,201,200
20151120-1604,20,13, 1,  44, 656,201,60
20151120-1604,20,13, 2,  42, 343,60,201
20151120-1604,20,14, 1,  22, 678,60,58
20151120-1604,20,14, 2,  21, 364,58,60
20151120-1604,20,15, 1,  31, 709,58,61
20151120-1604,20,15, 2,  27, 391,61,58
20151120-1604,20,16, 1,  32, 741,61,55
20151120-1604,20,16, 2,  12, 403,55,61
20151120-1604,20,17, 1,  36, 777,55,67
20151120-1604,20,17, 2,  11, 414,67,55
20151120-1604,20,18, 1,  62, 839,67,63
20151120-1604,20,18, 2,  19, 433,63,67
20151120-1604,20,19, 1,  51, 890,63,750
20151120-1604,20,19, 2,  45, 478,750,63
20151120-1604,20,20, 1,  12, 902,750,66
20151120-1604,20,20, 2,  11, 489,66,750
20151120-1604,20,21, 1,  50, 952,66,65
20151120-1604,20,21, 2,  50, 539,65,66
20151120-1604,20,22, 1,  38, 990,65,64
20151120-1604,20,22, 2,  26, 565,64,65
20151120-1604,20,23, 1, 152,1142,64,691
20151120-1604,20,23, 2,  23, 588,691,64
20151120-1604,20,24, 1,  62,1204,691,179
20151120-1604,20,24, 2,  53, 641,179,691
20151120-1604,20,25, 1,  53,1257,179,180
20151120-1604,20,25, 2,  53, 694,180,179
20151120-1604,20,26, 1,  54,1311,180,181
20151120-1604,20,26, 2,  26, 720,181,180
20151120-1604,20,27, 1,  38,1349,181,508
20151120-1604,20,27, 2,  32, 752,508,181
20151120-1604,20,28, 1,  46,1395,508,4029
20151120-1604,20,28, 2,  45, 797,4029,508
20151120-1604,20,29, 1,  14,1409,4029,4030
20151120-1604,20,29, 2,  13, 810,4030,4029
20151120-1604,20,30, 1, 199,1608,4030,4039
20151120-1604,20,30, 2, 198,1008,4039,4030
20151120-1604,20,31, 1,  72,1680,4039,4035
20151120-1604,20,31, 2,  72,1080,4035,4039
20151120-1604,21, 1, 1,  20,  20,70,163
20151120-1604,21, 1, 2,  19,  19,163,70
20151120-1604,21, 2, 1,  37,  57,163,39
20151120-1604,21, 2, 2,  37,  56,39,163
20151120-1604,21, 3, 1,  67, 124,39,146
20151120-1604,21, 3, 2,  25,  81,146,39
20151120-1604,21, 4, 1,  22, 146,146,439
20151120-1604,21, 4, 2,  13,  94,439,146
20151120-1604,21, 5, 1,  19, 165,439,188
20151120-1604,21, 5, 2,  18, 112,188,439
20151120-1604,21, 6, 1,  19, 184,188,185
20151120-1604,21, 6, 2,  14, 126,185,188
20151120-1604,21, 7, 1,  12, 196,185,232
20151120-1604,21, 7, 2,  11, 137,232,185
20151120-1604,21, 8, 1,  22, 218,232,196
20151120-1604,21, 8, 2,  12, 149,196,232
20151120-1604,21, 9, 1,   6, 224,196,197
20151120-1604,21, 9, 2,   5, 154,197,196
20151120-1604,21,10, 1,  30, 254,197,200
20151120-1604,21,10, 2,  29, 183,200,197
20151120-1604,21,11, 1,  25, 279,200,201
20151120-1604,21,11, 2,   5, 188,201,200
20151120-1604,21,12, 1,  31, 310,201,140
20151120-1604,21,12, 2,   9, 197,140,201
20151120-1604,21,13, 1,  21, 331,140,416
20151120-1604,21,13, 2,  19, 216,416,140
20151120-1604,21,14, 1,  45, 376,416,121
20151120-1604,21,14, 2,  45, 261,121,416
20151120-1604,21,15, 1,  21, 397,121,128
20151120-1604,21,15, 2,  15, 276,128,121
20151120-1604,21,16, 1,  24, 421,128,67
20151120-1604,21,16, 2,  23, 299,67,128
20151120-1604,21,17, 1,  16, 437,67,63
20151120-1604,21,17, 2,  15, 314,63,67
20151120-1604,21,18, 1,  43, 480,63,750
20151120-1604,21,18, 2,  36, 350,750,63
20151120-1604,21,19, 1,  10, 490,750,66
20151120-1604,21,19, 2,   9, 359,66,750
20151120-1604,21,20, 1,  15, 505,66,346
20151120-1604,21,20, 2,  14, 373,346,66
20151120-1604,21,21, 1,  20, 525,346,906
